ISO,Drivers,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
CZE,Forestry,3412.5,6687.69,3901.44,13306.95,25347.75,8531.82,21180.63,16772.09,13411.79,15348.11,21703.66,13873.08,7606.85,13842.49,7989.82
DEU,DEU,14037.19,14558.89,6139.46,43127.66,38120.06,40830.74,91702.33,59558.08,27410.48,72480.99,32717.5,24653.55,14781.5,19949.76,12226.38
DEU,Forestry,14031.25,14557.15,6139.36,43118.33,38101.92,40814.38,91640.67,59534.23,27392.88,72365.41,32691.53,24650.69,14778.65,19946.13,12226.14
DEU,Wildfire,5.94,1.74,0.1,9.33,18.14,16.36,61.66,23.85,17.6,115.58,25.96,2.85,2.85,3.63,0.24
DMA,DMA,6.98,8.39,19.52,54.19,33.48,17.15,21.15,55.44,46.55,62.28,34.07,95.74,12.1,7.42,1.56
DMA,Shifting Agriculture,6.98,8.39,19.52,54.19,33.48,17.15,21.15,55.44,46.55,62.28,34.07,95.74,12.1,7.42,1.56
DNK,DNK,3906.16,1109.14,1498.52,2194.01,8669.4,4965.03,4165.93,5622.71,6258.84,3991.77,2926.13,4084.32,1883.01,4888.24,2288.01
DNK,Forestry,3906.16,1109.14,1498.52,2194.01,8669.4,4965.03,4165.93,5622.71,6258.84,3991.77,2926.13,4084.32,1883.01,4888.24,2288.01
DOM,DOM,11222.61,10403.05,10688.47,19339.48,25042.29,13386.08,16004.01,21576.66,13909.34,14074.41,12942.26,17876.99,12668.9,13626.77,14985.36
DOM,Commodity-Driven Deforestation,713.79,365.62,375.65,1126.4,7189.54,979.76,999.34,1607.7,675.38,491.71,609.17,1555.85,2627.59,874.5,1923.43
DOM,Forestry,781.8,942.65,599.53,719.65,713.18,667.1,772.45,897.55,1131.17,952.21,511.21,1268.35,1379.49,1324.36,1808.15
DOM,Shifting Agriculture,9514.7,8950.23,9616.27,17197.31,16799.94,11532.92,13936.67,18671.76,11912.48,12389.09,11512.11,14844.15,8553.29,11305.38,11082.95
DOM,Urbanization,205.78,142.74,93.24,265.97,331.13,200.86,286.33,393.77,184.86,231.01,307.81,201.74,106.57,121.88,166.98
DOM,Wildfire,6.54,1.82,3.78,30.14,8.5,5.45,9.22,5.88,5.45,10.39,1.96,6.9,1.96,0.65,3.85
DZA,DZA,3249.27,2777.04,3550.55,4085.46,4253.54,5071.08,4952.99,7683.62,9868.46,2492.7,8092.8,10620.72,6786.79,9365.89,5600.71
DZA,Commodity-Driven Deforestation,127.02,157.98,413.27,178.31,268.53,416.23,232.94,254.89,871.28,313.81,595.6,1044.92,1445.62,742.92,639.13
DZA,Forestry,761.91,558.52,883.94,934.64,623.89,670.05,862.7,1407.84,2305.76,340.69,1173.63,1253.06,950.09,1757.28,705.34
DZA,Shifting Agriculture,1933.91,1964.97,2150.57,2691.6,3183.05,3792.42,3124.82,4876.04,6180.96,1683.98,5850.84,7555.94,4114.08,6305.98,3764.61
DZA,Urbanization,426.43,95.57,102.78,280.91,178.08,192.38,732.53,1144.85,510.46,154.22,472.73,766.81,277.01,559.7,491.63
ECU,ECU,43965.08,29199.02,13469.99,36532.14,39793.35,34948.75,59737.93,51344.78,56913.56,33117.36,43032.05,72894.64,47526.37,30248.05,29342.66
ECU,Commodity-Driven Deforestation,208.92,158.92,76.25,201.73,279.79,212.67,382.83,369.14,331.47,185,207.45,326.56,506.11,358.37,273.8
ECU,Forestry,3138.27,1439.34,242.76,1679.37,1386.61,1912.07,1946.99,3266.86,3082.26,926.89,1455.72,2235.21,1617.58,1508.05,617
ECU,Shifting Agriculture,40390.08,27522.39,13113.44,34448.96,37978.95,32681.25,57213.64,47476.09,53322.55,31938.09,41246.42,69674.83,45268.75,28277.02,28351.39
ECU,Urbanization,227.81,78.38,37.54,202.09,148,142.75,194.47,232.69,177.28,67.38,122.46,658.05,133.93,104.62,100.47
EGY,EGY,31.2,8.58,21.31,15.96,12.66,11.81,29.75,35.12,21.37,39.89,47.77,145.13,31.72,50.78,26.5
EGY,Forestry,24.86,7.98,17.54,13.98,10.95,11.35,21.76,19.59,18.07,38.7,33.43,140.24,27.69,43.25,25.12
EGY,Shifting Agriculture,4.16,0.4,2.25,0.86,1.39,0.33,7.73,15.33,3.3,0.59,13.55,3.77,0.4,4.29,0
EGY,Urbanization,2.18,0.2,1.52,1.12,0.33,0.13,0.26,0.2,0,0.59,0.79,1.12,3.63,3.23,1.39
ESP,ESP,31404.05,36267.48,22103.11,65698.01,47511.65,70962.94,58412.25,42990.35,65870.02,54455.18,38613.92,79011.41,62607.4,72989.5,64127.46
ESP,Forestry,30246.24,35868.51,21486.54,64058.47,39611.63,68110.25,56825.22,41287.82,63116.31,53275.4,38106.76,66779.4,61657.27,71116.31,61642.68
ESP,Shifting Agriculture,16.29,3,5.39,125.94,46.58,38.53,15.12,7.11,61.4,14.82,2.06,1.48,2.38,403.83,2.94
ESP,Wildfire,1141.53,395.97,611.18,1513.6,7853.45,2814.15,1571.9,1695.41,2692.31,1164.95,505.1,12230.53,947.75,1469.36,2481.85
EST,EST,16834.87,21895.06,5626.09,18071.1,14772.48,21671.9,16147.84,18259.25,18797.94,21468.85,27124.17,17639.33,17039.54,23501.16,25302.08
EST,Forestry,16825.77,21885.56,5623.64,18058.74,14752.83,21653.27,16143.2,18245.83,18788.4,21458.13,27114.87,17628.53,17031.6,23469.37,25278.47
EST,Wildfire,9.09,9.5,2.45,12.36,19.65,18.63,4.63,13.42,9.54,10.72,9.3,10.8,7.95,31.8,23.61
ETH,ETH,10748.86,12111.79,13254.31,12551,15110.65,11463.4,24584.75,22832.09,27953.14,19300.2,14542.9,40192.31,29362.05,30934.89,9808.37
ETH,Commodity-Driven Deforestation,167.53,153.48,182.04,230.06,382.12,478.62,1662.21,775.27,728.89,524.09,505.17,301.17,424.83,229.41,123.72
ETH,Forestry,31.38,45.55,13.82,55.19,314.34,23.35,142.76,108.26,132.79,187.4,101.23,161.58,93.94,97.2,111.47
ETH,Shifting Agriculture,10544.23,11893.07,13056.16,12255.06,14282.25,10950.13,22767.8,21935.04,27064.74,18567.03,13923.39,39673.84,28795.78,30565.99,9488.39
ETH,Urbanization,5.19,4.65,2.14,10.69,131.93,7.25,11.98,13.52,25.89,20.54,13.11,50.9,43.9,29.7,13.13
ETH,Wildfire,0.53,15.05,0.15,0,0,4.05,0,0,0.84,1.15,0,4.81,3.59,12.61,71.67
FIN,FIN,150871.5,142245.51,89623.05,146186.58,230114.41,181950.61,151763.6,199961.86,175999.43,167323.13,159105.99,160093.75,148445.08,186401.95,172450.24
FIN,Forestry,150780.55,142111.29,89393.69,145911.45,230088.04,181584.13,151702.1,199763.91,175739.59,167032.26,158812.81,159765.81,148209.02,186251.72,172299.34
FIN,Wildfire,90.96,134.22,229.36,275.13,26.36,366.47,61.5,197.95,259.84,290.87,293.19,327.94,236.06,150.22,150.91
FJI,FJI,1006.35,654.73,1456.5,1782.19,1536.19,1740.95,2005.95,2184.46,1616.9,2053.57,456.95,1045.92,2355.88,3039.4,1640.63
FJI,Commodity-Driven Deforestation,681.51,408.79,819.54,733.39,682.39,978.8,1544.41,1435.49,1093.9,955.53,288.24,601.68,564.19,553.29,326.53
FJI,Forestry,228.91,166.12,459.17,708.09,455.79,542.3,282.73,211.98,180.84,616.56,44.52,278.7,1162.71,1425.87,879.87
FJI,Shifting Agriculture,28.71,29.3,42.74,39.91,107.82,39.62,37.39,125.74,72.37,74.95,27.9,47.15,68.15,319.4,107.61
FJI,Urbanization,1.17,0.44,0.81,1.03,0.15,0.22,0.73,1.1,0.37,1.1,2.28,3.89,27.66,14.38,1.61
FJI,Wildfire,66.05,50.07,134.25,299.78,290.04,180.01,140.69,410.16,269.43,405.42,94.02,114.5,533.17,726.45,325
FRA,FRA,30800.9,32047.21,24629.18,72370.38,43594.86,52071.7,46466.88,81159.17,63979.72,139122.49,61221.05,62866.41,28928.77,42304.62,35627.62
FRA,Forestry,30724.93,31951.85,24260.21,71476.51,43428.48,51858.33,46319.87,80819.16,63782.71,138912.84,60957.88,62382.38,28862.33,42172.64,35544.58
FRA,Shifting Agriculture,12.31,24.18,28.86,330.69,22.61,70.4,38.19,32.92,53.72,37.15,80.04,241.92,20.75,54.94,8.49
FRA,Wildfire,63.66,71.18,340.11,563.18,143.78,142.97,108.81,307.09,143.29,172.5,183.12,242.11,45.7,77.03,74.55
FSM,FSM,0,0,0,0,0,0,0,0,0,31.12,0,0,0,0,0
FSM,Forestry,0,0,0,0,0,0,0,0,0,31.12,0,0,0,0,0
GAB,GAB,13667.36,12670.87,15522.95,9292.82,15892.54,17581.04,14764.35,15987.28,14636.56,9559.43,16842.31,16708.65,40717.8,43047.13,24752.03
GAB,Commodity-Driven Deforestation,592.46,188.58,298.23,340.38,371.75,340.98,199.59,300.95,176.37,119.29,667.41,1535.3,4183.87,3012.97,2102.54
GAB,Forestry,15.31,37.93,32.7,0.85,31.7,35.7,8.39,6.15,14.39,13.39,58.39,14.54,175.17,150.17,36.39
GAB,Shifting Agriculture,13059.59,12444.36,15192.03,8951.59,15489.09,17204.36,14556.37,15680.18,14445.81,9426.75,16116.51,15158.81,36358.75,39883.99,22613.1
GBR,GBR,20216.01,18840.85,1799.94,24084.92,7986.95,19708.38,30226.85,11042.84,36561.34,26941.54,21670.26,34272.99,27479.98,29045.82,23342.74
GBR,Forestry,20053.54,18671.07,1787.64,23935.68,7816.19,19546.51,29657.18,10619.89,35992.48,26606.46,20773.26,33435.34,26802.2,28180.15,22910.14
GBR,Wildfire,162.47,169.78,12.3,149.24,170.76,161.86,569.67,422.95,568.86,335.09,897,837.65,677.78,865.67,432.6
GEO,GEO,245.74,211.25,32.23,1286.05,159.22,153.23,586.22,431.17,214.69,367.15,319.23,169.36,42.74,36.68,3.96
GEO,Forestry,233.88,187.77,30.92,1230.61,143.56,151.1,576.01,425.86,198.79,295.54,288.06,141.54,42.39,36.45,3.44
GEO,Shifting Agriculture,2.34,0.29,1.31,1.26,2.97,0.46,6.63,0.06,9.32,56.83,30.07,23.78,0,0,0
GEO,Wildfire,9.52,23.19,0,54.19,12.69,1.67,3.58,5.25,6.58,14.78,1.1,4.04,0.35,0.23,0.52
GHA,GHA,43570.77,78337.5,24937.52,17614.71,41317.14,27110.69,40154.44,37802.02,38229.59,19483.05,36225.97,36602.02,81176.31,120226.85,57386.74
GHA,Commodity-Driven Deforestation,787.26,2457.04,1135.94,506.01,1342.87,726.93,2910.96,1471.1,1906.81,521.22,3036.63,2590.63,5817.04,6589.7,7574.86
GHA,Forestry,47.8,295.68,78.94,47.9,227.78,144.55,522.08,27.9,217.13,19.54,70.36,250.08,221.8,179.15,173.05
GHA,Shifting Agriculture,42663.29,75240.38,23375.56,16957.13,39623.96,26106.11,36563.15,36164.78,35865.75,18835.7,32968.61,33492.24,74573.52,112918.42,49404.12
GHA,Urbanization,72.42,344.39,347.07,103.67,122.53,133.11,158.25,138.25,239.9,106.59,150.37,269.06,563.94,539.59,234.71
GIB,GIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,Forestry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIN,GIN,18533.09,28884.02,9199.86,17082.43,14529.49,15275.13,33749.7,21425.31,23329.58,16012.01,27617.81,24425.24,146078.8,132632,161739.99
GIN,Commodity-Driven Deforestation,440.17,839.73,216.9,430.52,369.04,270.88,558.18,268.06,614.29,374.15,378.22,2284.87,16048.43,16476.6,20331.8
GIN,Forestry,0.15,10.89,0.08,3.95,3.56,4.1,33.92,5.22,50.7,5.68,19.27,28.62,44.81,33.03,34.94
GIN,Shifting Agriculture,18051.56,27935.95,8954.1,16631.92,14142.92,14976.14,33105.08,21141.72,22641.89,15618.81,27199.24,22039.64,129775.86,115825.83,140888.46
GIN,Urbanization,20.06,88.54,24.56,3.13,8.83,24.01,47.31,7.38,20.28,10.43,18.36,69.77,140.72,205.81,227.62
GIN,Wildfire,21.15,8.91,4.23,12.92,5.14,0,5.21,2.95,2.42,2.95,2.72,2.34,68.98,90.73,257.16
GLP,GLP,296.3,42.01,69.19,169.28,193.57,53.1,136.93,117.19,103.46,104.9,61.85,264.28,149.75,188.51,46.12
GLP,Forestry,59.73,2.73,4.58,14.64,12.86,8.28,12.35,17.37,16.63,10.2,7.84,28.83,16.71,15.6,8.28
GLP,Shifting Agriculture,236.57,39.28,64.6,154.65,180.7,44.82,124.59,99.81,86.83,94.7,54.02,235.45,133.04,172.91,37.84
GMB,GMB,3.15,35.97,10.34,61.89,5.25,6.07,48.78,296.84,8.47,23.75,29.97,40.69,12.22,17.39,9.97
GMB,Commodity-Driven Deforestation,0.07,1.87,0.6,3.07,0.75,0.75,9.14,26.23,2.4,9.44,3.3,3.9,5.85,10.87,2.4
GMB,Forestry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMB,Shifting Agriculture,3.07,21.36,6.22,49.82,3.75,4.5,26.3,235.92,4.95,12.14,19.63,32.3,6.37,6.52,7.27
GMB,Urbanization,0,12.74,3.52,8.99,0.75,0.82,13.34,34.69,1.12,2.17,7.04,4.5,0,0,0.3
GNB,GNB,2352.27,6048.91,1020.6,3513.23,3915.74,1997.66,6032.86,3231.76,7893.35,4858.39,4259.32,3496.59,20573.2,12781.29,12579.29
GNB,Commodity-Driven Deforestation,106.48,546.62,96.18,176.23,339.05,118.47,223.92,173.76,560.68,440.35,424.22,355.16,2122.65,1469.27,1539.49
GNB,Forestry,0.83,19.61,0.15,8.37,3.24,15.31,5.13,11.16,55.97,45.71,14.03,12.44,131.13,121,82.11
GNB,Shifting Agriculture,2244.96,5482.67,924.26,3328.63,3573.44,1863.88,5803.81,3046.83,7276.71,4372.33,3821.07,3128.99,18319.42,11191.01,10957.7
GNQ,GNQ,3535.89,2942.05,1873.29,414.66,1544.12,1201.33,3038.16,4766.46,5626.11,6516.72,7668.53,4908.14,7113.08,18960.42,7416
GNQ,Commodity-Driven Deforestation,358.71,192.92,198.05,85.58,230.77,157.64,908.68,496.79,666.94,1533.11,877.01,692.22,1423.11,2105.38,964.61
GNQ,Forestry,83.66,26.14,43.21,10.77,24.3,7.23,149.94,55.67,63.51,293.58,209.54,155.63,756.41,329.41,113.34
GNQ,Shifting Agriculture,3093.52,2646.44,1627.96,311.41,1257.04,1026.49,1979.54,4212.92,4871.85,4568.95,6553.12,4059.21,4912.45,16333.3,6337.13
GNQ,Urbanization,0,76.54,4.07,6.91,32.02,9.98,0,1.07,23.8,121.07,28.87,1.07,21.11,192.32,0.92
GRC,GRC,11772.27,4306.82,2054.34,5809.3,3587.13,6520.48,44923.95,20184.92,5830.04,7177.44,5539.19,12347.66,5555.06,3311.5,3381.97
GRC,Forestry,10637.52,3764.38,1791.9,5491.76,2966.42,5856.21,29290.42,11145.82,4635.11,4956.93,4804.33,9283.41,3042.22,2757.61,2393.63
GRC,Urbanization,0,0.56,0.99,8.07,1.37,0,3.54,31.11,3.23,0.99,2.3,19.99,0,0.12,0.19
GRC,Wildfire,1134.75,541.88,261.45,309.48,619.34,664.27,15629.99,9007.99,1191.7,2219.52,732.57,3044.26,2512.84,553.77,988.15
GRD,GRD,31.15,64.18,68.34,612.88,45.38,27.84,63.75,59.14,91.36,139.08,39.06,39.21,24.15,80.15,6.25
GRD,Shifting Agriculture,31.15,64.18,68.34,612.88,45.38,27.84,63.75,59.14,91.36,139.08,39.06,39.21,24.15,80.15,6.25
GTM,GTM,53258.52,55508.79,98097.41,56356.93,100770.29,52476.08,126450.82,77063.81,86851.94,59588.72,40501.4,83826.4,54944.66,61759.21,54105.55
GTM,Commodity-Driven Deforestation,5183.73,5685.69,24186.48,9141.92,21320.11,7622.28,28342.36,13054.06,16860.94,6808.31,4285.19,8551.04,6854.02,8868.63,9945.02
GTM,Forestry,6227.65,8148.45,9501.85,7533.74,13765.96,6021.67,15981.17,9868.44,10841.14,6790.24,4530.1,8748.14,4846.35,5355.36,5694.03
GTM,Shifting Agriculture,40660.05,40550.31,63418.11,37478.32,64538.14,36081.52,79281.83,52125.8,57072.1,44063.31,30218.6,62841.76,41770.38,45787.69,36847.28
GTM,Urbanization,44.22,104.38,57.26,176.47,73.43,107.58,156.62,138.74,136.05,124.13,98.81,170.88,77.39,110.57,122.64
GTM,Wildfire,1142.88,1019.96,933.7,2026.47,1072.65,2643.02,2688.84,1876.78,1941.71,1802.72,1368.7,3514.57,1396.52,1636.96,1496.59
GUF,GUF,2613.55,2245.04,1680.36,4309.87,2626.21,2319.45,3078.83,4692.91,2474.45,2690.35,2113.93,6347.6,2692.3,3780.55,2719.81
GUF,Commodity-Driven Deforestation,378.35,414.76,393.76,753.07,707.48,454.75,914.77,1190.34,521.25,885.33,732.67,1455.49,663.71,993.97,1015.63
GUF,Shifting Agriculture,2199.78,1808.05,1279.39,3526.59,1896.27,1834.18,2129.8,3438.86,1935.49,1760.17,1351.28,4791.45,1997.08,2750.09,1684.7
GUF,Urbanization,35.42,22.23,7.21,30.21,22.46,30.51,34.27,63.71,17.71,44.85,29.97,100.66,31.51,36.49,19.47
GUY,GUY,9276.95,4290.99,6842.77,3628.31,5259.14,5351.19,4681.51,8530.14,7631.58,8776.87,7181.77,10489.51,6304.33,10521.14,11813.27
GUY,Commodity-Driven Deforestation,595.55,46.26,1172.38,205.2,493.06,320.05,381.63,440.71,594.93,1129.48,286.68,907.77,799.99,446.71,535.39
GUY,Shifting Agriculture,8681.4,4244.73,5670.39,3423.11,4766.08,5031.13,4299.87,8089.44,7036.65,7647.39,6895.09,9581.74,5504.35,10074.43,11277.88
HKG,HKG,0.5,1.64,0.07,0.78,0.43,6.84,9.48,7.13,16.9,1.43,4.92,2.42,0.14,5.2,8.83
HKG,Forestry,0.28,0.36,0,0,0,1.99,0.28,0.93,1.35,0.36,1.14,0.36,0.07,4.77,8.05
HKG,Urbanization,0.21,1.28,0.07,0.78,0.43,4.85,9.2,6.2,15.54,1.07,3.78,2.07,0.07,0.43,0.78
HND,HND,42338.67,31482.94,33579.27,26405.39,40388.34,41523.7,42337.86,43195.19,51422.22,45980.13,52462.41,32231.53,43510.79,57269.29,50043.64
HND,Commodity-Driven Deforestation,1561.09,2496.16,2134.84,2377.08,6920.75,6415.51,4483.15,5218.11,9453.99,9290.11,9319.75,3188.79,7315.88,9422.89,5380.63
HND,Forestry,664.36,816.09,895.79,428.36,516.32,411.15,1159.37,922.52,832.58,508.42,432.54,1720.78,1366.17,1867.98,1025.76
HND,Shifting Agriculture,39129.13,27574.35,30148.54,22988.12,32253.57,34153.73,35766.51,36446.05,40221.18,35581.47,41652.79,26650.1,33813.12,44919.43,42488.99
HND,Urbanization,88.81,91.18,93.89,92.92,94.42,112.66,244.7,114.11,232.66,62.84,197.35,156.91,341.37,186.18,173.83
HND,Wildfire,895.27,505.16,306.2,518.91,603.28,430.64,684.13,494.4,681.82,537.29,859.98,514.95,674.24,872.8,974.43
HRV,HRV,3114.62,1998.32,1490.71,6172.57,2455.62,1984.43,2868.13,3512.46,2534.09,3175.51,2632.72,4541.31,2777.33,4090.99,2445.51
HRV,Forestry,2662.4,1853.76,1389.49,5638.97,2331.72,1914.33,2706.18,3250.23,2437.46,2926.39,2497.08,4118.77,2597.82,3687.6,1932.17
HRV,Wildfire,452.23,144.56,101.22,533.59,123.9,70.1,161.95,262.23,96.63,249.11,135.64,422.54,179.51,403.4,513.35
HTI,HTI,2376.92,2034.88,996.48,2234.32,1903.06,1103.82,1990.61,2072,2377.75,1973.11,2441.15,4094.37,3065.05,3760.26,3031.77
HTI,Forestry,8.38,5.54,5.32,10.5,14.29,8.53,5.32,6.27,17.13,6.56,4.37,9.99,1.46,3.21,0.22
HTI,Shifting Agriculture,2359.37,2014.86,979.81,2182.07,1866.87,1086.78,1967.92,2044.4,2337.41,1945.35,2407.7,3971.44,2984.8,3684.65,2972.38
HTI,Urbanization,8.58,14.48,10.9,41.75,21.17,8.44,16.93,20.96,18.89,21.13,28.49,110.52,77.7,71.6,58.88
HTI,Wildfire,0.59,0,0.44,0,0.73,0.07,0.44,0.37,4.32,0.07,0.59,2.42,1.1,0.81,0.29
HUN,HUN,7278.18,7372.84,5572.59,11672.71,10086.88,7779.35,8999.43,8618.84,9671.3,10884.4,7996.11,11516.39,8634.84,14473.36,10283.46
HUN,Forestry,7238.7,7301.15,5525.93,11566.77,9965.61,7682.81,8865.57,8521.28,9556.54,10695.37,7880.06,11328.33,8564.01,14344.6,10152.08
HUN,Wildfire,39.48,71.69,46.65,105.94,121.27,96.53,133.86,97.56,114.76,189.03,116.05,188.06,70.83,128.76,131.39
IDN,IDN,739533.65,850342.7,541882.42,1284201.3,1178640.86,1428332.68,1383763.29,1392522.67,1938580.74,1274756.8,1538283.41,2251104.72,1135605.3,1885990.76,1738928.56
IDN,Commodity-Driven Deforestation,618945.77,709552.96,454334.79,1131889.32,1062190.68,1278443.45,1262517.03,1266403.19,1738449.34,1158707.79,1389786.95,2042024.27,1031565.12,1647087.72,1470439.73
IDN,Forestry,43258.82,43725.7,33664.15,50505.63,42523.76,46562.65,42872.42,46868.61,73061.4,38789.29,57424.83,86568.22,40644.75,83606.46,75860.28
IDN,Shifting Agriculture,73761.65,94619.99,52221.48,98411.78,71704.51,98662.95,73776.55,75646.84,121886.52,73449.66,86013.21,116574.86,60978.4,149537.14,189042.84
IDN,Urbanization,3543.19,2383.03,1643.76,3243.06,2157.09,4515.23,4369.52,3582.85,5143.71,3761.96,4944.94,5891.59,2307.66,5639.43,3534.81
IDN,Wildfire,24.21,61.03,18.25,151.51,64.82,148.41,227.77,21.17,39.77,48.11,113.48,45.78,109.37,120.02,50.9
IMN,IMN,5.58,7.22,1.04,7.13,4.49,17.38,13.17,0,28.75,29.46,4.49,26.21,13.83,30.49,8.98
IMN,Forestry,5.58,7.22,1.04,7.13,4.49,17.38,13.17,0,28.75,29.46,4.49,26.21,13.83,30.49,8.98
IND,IND,57393.1,49447.39,45083.28,68913.11,58721.67,63474.43,69475.63,81313.28,74502.12,48182.25,83522.48,88467.47,79217.25,137022.65,115284.22
IND,Commodity-Driven Deforestation,555.12,467.9,546.65,993.72,1267.51,743.18,1711.07,1787.92,1363.12,1139.86,1271.01,1362.24,1133.48,1386.33,753.42
IND,Forestry,51682.16,43206.16,40649.78,61104.01,50861.4,55083.39,58245.86,69132.29,63311.28,41572.68,68172.77,77019.88,73828.13,126984.42,110492.43
IND,Shifting Agriculture,4708.84,4975.72,3523.79,6001.09,5539.33,6631.89,8701.22,9449.66,8847.75,4658.75,13213.88,9159.31,3426.4,6861.99,3191.91
IND,Urbanization,327.37,259.97,242.64,440.48,373.78,658.98,666.96,658.35,670.8,652.95,735.48,718.36,479.72,1151.87,760.95
IND,Wildfire,119.59,537.65,120.42,373.8,679.64,356.99,150.52,285.06,309.16,158.01,129.34,207.66,349.51,638.03,85.52
IRL,IRL,8485,4954.37,2179.49,6488.41,7713.65,5001.7,10958.56,6575.89,6867.03,3624.06,2900.39,5522.6,4533.42,5475.62,4248.79
IRL,Forestry,8406.27,4880.64,2177.73,6342.13,7555.4,4950.25,10426.73,6289.73,6753.55,3566.8,2881.98,5393.33,4437.27,5384.71,4207.77
IRL,Shifting Agriculture,15.94,0,1.71,8.24,20.38,1.34,3.57,0.23,5.42,0.65,1.72,2.23,5.75,0,0
IRL,Wildfire,62.78,73.73,0.05,138.04,137.86,50.11,528.26,285.92,108.06,56.61,16.69,127.04,90.39,90.91,41.02
IRN,IRN,13.26,43.86,88.11,7.12,33.14,18.35,15.52,56.61,19.86,22.45,20.61,38.56,14.31,1.17,0
IRN,Forestry,12.77,37.71,6.92,6.94,33.02,18.29,9.73,54.82,19.8,22.21,20.37,38.56,14.31,1.17,0
IRN,Shifting Agriculture,0.25,0.19,0.19,0,0,0,0,0.12,0.06,0,0.12,0,0,0,0
IRN,Wildfire,0.24,5.97,81,0.18,0.12,0.06,5.79,1.67,0,0.24,0.12,0,0,0,0
IRQ,IRQ,0,0,0,0,0,0,0.12,6.47,0,0,0,0.55,0.55,0.18,0
IRQ,Forestry,0,0,0,0,0,0,0.12,6.47,0,0,0,0.55,0.55,0.18,0
ISR,ISR,89.54,73.28,17.85,44.53,120.58,108.27,25.75,40.91,62.67,67.41,1031.01,27.79,38.96,99.29,41.3
ISR,Forestry,48.46,64.98,14.65,32.73,109.17,87.95,16.95,30.14,30.96,47.5,1016.73,22.3,31.36,88.99,35.09
ISR,Urbanization,41.08,8.3,3.2,11.81,11.41,20.32,8.8,10.77,31.71,19.91,14.28,5.49,7.6,10.3,6.21
ITA,ITA,8395.16,9598.84,3042.56,15158.39,9631.9,7671.23,10365.03,13509.74,12759.47,14559.16,10155.43,19662.68,14085.27,17786.6,12922.3
ITA,Forestry,8274.44,9543.52,2997.74,14990.17,9541.85,7545.34,10184.05,12094.4,12437.41,14403.37,10052.31,18899.93,13606.76,17598.6,12800.7
ITA,Shifting Agriculture,13.2,16.32,4.63,65.21,49.19,54.92,54.15,25.07,93.82,47.24,30.63,47.54,18.1,21.26,12.73
ITA,Wildfire,107.51,38.99,40.19,103.01,40.87,70.97,126.83,1390.27,228.23,108.56,72.49,715.2,460.41,166.74,108.87
JAM,JAM,1235.93,1626.72,1021.74,3866.75,7568.58,2785.03,1264.8,2020.4,3518.39,2356.46,2371.76,2587.15,1315,2823.91,2890.06
JAM,Commodity-Driven Deforestation,0.44,0.51,1.54,198.84,842.89,62.95,0,1.47,0.66,0.07,2.79,0.22,0,0.15,0
JAM,Forestry,11.65,12.01,8.13,24.32,23.07,13.48,9.45,13.18,5.49,11.57,5.64,26.51,14.79,20.58,5.93
JAM,Shifting Agriculture,1223.84,1614.19,1012.07,3643.6,6702.62,2708.6,1255.35,2005.75,3512.24,2344.82,2363.33,2560.42,1300.2,2803.18,2884.13
JPN,JPN,22126.62,24181.57,18695.47,34605.43,34243.05,36806.45,43154.08,38268.79,39021.72,33667.17,34022.46,42874.3,22004.99,26552.02,29772.76
JPN,Commodity-Driven Deforestation,5.94,3.22,4.88,12.33,12.66,6.54,2.49,25.25,16.39,18.89,38.9,12.48,34.96,17.52,3.79
JPN,Forestry,21722.15,24007.19,18470.24,34278.66,33978.26,36398.04,42821.49,38006.7,38700.22,33474.57,33741.99,42626.14,21840.46,26312.06,29547.33
JPN,Shifting Agriculture,48.26,54.18,52.44,62.19,37.61,83.22,31.21,58.29,67.01,39.27,11.91,66.9,12.18,29.5,32.84
JPN,Urbanization,34.65,37.66,23.43,68.61,38.19,46,26.27,38.61,54,33.93,28.36,46.13,39.49,28.33,21.72
JPN,Wildfire,315.63,79.32,144.49,183.64,176.33,272.65,272.63,139.94,184.1,100.52,201.3,122.64,77.91,164.6,167.09
KAZ,KAZ,2157.52,1510.17,2679,4165.8,2089.46,1993.8,3414.46,3194.46,3600.37,1535.45,2651.26,1259.85,1557.28,318.52,81.24
KAZ,Forestry,1074.67,783.12,596.92,1708.49,1234.33,940.33,1706.97,2536.96,1802.39,899.43,1661.42,922.46,1229.22,283.82,76.43
KAZ,Shifting Agriculture,58.66,23.08,3.09,11.1,6.14,21.51,252.03,10.67,119.73,156.13,30.19,27.14,1.19,10.8,0
KAZ,Urbanization,3.33,3.22,2.31,3.67,7.34,17.21,29.63,3.72,3.89,4.06,4.06,1.92,0,0,0
KAZ,Wildfire,1020.87,700.75,2076.67,2442.54,841.65,1014.74,1425.84,643.1,1674.35,475.83,955.59,308.33,326.87,23.9,4.81
KEN,KEN,18306.22,20050.27,13193.45,16769.46,12427.18,20416.44,25495.66,18897.16,17329.22,22275.4,16844.61,17446.93,13112.96,14942.24,15397.07
KEN,Commodity-Driven Deforestation,2627.4,4199.29,2088.93,2945.81,2508.75,3785.02,3589.83,2846.09,1942.51,3300.04,2816.13,3561.33,2509.13,2931.07,4207.57
