Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Saudi Arabia,SAU,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,1629867173,1722064853,1716751787,1783634027,1883957760,1991156907,2109920107,2245872507,2413078453,3716972267,3284737093,2877504693,3245982747,3402874933,3661653520,3979813707,4733646880,5583428240,6422895493,7475511360,8281538107,8862226747,9110378907,9373220693,9937345600,10286133467,10050170187,10149868853,10117052427,10424274133,10524909867,10764624613,11185295627,11248548160,11393130373,11485953547,11897489813,12023546693,12144970827,12381616960,12546168187,12675552907,13946133333,14550636240,14958851493,15449729040,15835087493,15931692347,16032628027,16112533333
Senegal,SEN,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,976429911.1,836618504.3,931798387.2,1028905010,1052557147,1128756711,1009252278,1100281045,1105416001,1126889454,1191776626,995247852.6,1232389461,1033993430,1273002296,1326685927,1519947002,1415380623,1081141663,1374643004,1124921532,1293818245,1405456451,1060251566,1180229432,1389833455,1456338408,1537962876,1299054061,1476957530,1336954076,1418012639,1333239339,1436912800,1434899724,1569271255,1511521140,1497482504,1509123070,1715938717,1757152449,1779539711,1383630631,1630272873,1669144048,1853060997,1697535027,1754557842,2152250184,2451137685,2568080479,2158406876,2377803960,2422696322,2461896817,2723949042,2871082606,3243890763
Serbia,SRB,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3214505379,3258437518,3464578156,3275388726,3280388149,2880480637,3377885900,3146833058,2929248810,3487667359,3318726492,2747990785,2532490702,2749506308,2771815878,2761112019,2786484797,2313217252,2799151889,2853802039,2909512282,3151515996,2797200236
Seychelles,SYC,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,32393457.45,32761147.43,29929939.31,32099308.63,24857788.58,30948851.12,26640297.06,26551044.67,28435358.64,27086749.41,25782687.03,25444118.33,28790098.78,27613487.65,23568897.83,21803989.08,23458601.94,22576139.63,23605668.41,24635197.19,24635197.19,27613487.65,28787940.47,28134131.85,28475350.82,26798964.44,26035066.24,28039007.6,26538396.35,26757147.22,27999904.13,23382204.19,21929075.72,22698544.26,23123064.4,28333045.32,26326342.59,25283118.08,25520754.14,26364172.32
Sierra Leone,SLE,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,274118708.9,261012126.3,265449332.4,269029195.9,273479509.7,280590197.5,286315531.1,288890082.6,290324476.1,291636279.3,294995458.5,305060755.8,320790091.6,361321020,432133662.9,477531715,481700049.2,501912697.6,521223186.7,536458708.9,637816626.6,603779851.7,605996147.4,642997604.7,646884893.7,643431116.5,964030012.4,1000550010,683798563.2,661699625.1,695259744.7,626715203.4,590707064.5,769523749.2,827653081,877236599.8,945647612.7,590707070.4,778177226.7,851872205.1,926762578.3,990021532.2,1049097624,1188132978,1267532124,1318505452,1364876220,1431634063,1486704986,1554392749,1566885084,1615924058,1670633214,1761160942
Singapore,SGP,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,140879450.3,143563559.3,152776582,152994212.5,151543342.7,150237560,177223736.9,183825194.1,199204413.2,210085936.1,217993176.1,241134548.2,261084007,247010570.6,237217200,257456832.6,282919596.3,285821335.8,275665247.7,280960922.2,284515553,292785510.4,295542162.9,313895664.9,323616492.1,291044466.8,254047288.8,232574416.9,197535913,188322890.3,172943671.2,158507517.4,151253168.8,144796798.5,149367038.2,142185233,146610385.7,143055754.9,128982318.5,127676535.8,119986926.2,104825337.6,86616922.56,79435117.42,79435117.42,84948422.38,86326748.62,86326748.62,81393791.55,84440617.97,86762009.53,90316640.36,94233988.62,97498445.5,100690358.9,100182554.5,99674750.08,88430509.72
Sint Maarten (Dutch part),SXM,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527597790,1499421984,1703564797,1671811720,1411583505,1505434871,1831288318,2047444984,2134364313,2117925556,2032592889,2185559940,2499562437,2775348666,2683356792,2286630744,2709633373,2787884343,3307103760,3957598805,3428173373,3666620103,3394037657
Slovenia,SVN,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803589108.7,845270468.1,894308210.7,879901121.4,828372666.2,839447238.6,839714375.1,969220041.9,710233607.4,907245983.4,856530459.9,849715369,895628661.9,900075019.7,815678720,829093418,885073396.3,812227269.9,804885322.9,903888170.1,987908598.1,995262597.3,945207034.5
Solomon Islands,SLB,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,3228179670,3348106121,3537966904,3652702917,3234326242,3270249541,3527586027,4409687419,3881901761,4066572105,3796122932,4508442344,4479621750,3912498031,5100971895,4663335961,4550512215,5085263989,5289057002,5174457579,5690769636,6019816130,5511426321,4259984241,4745700027,5710848438,6087155242,6242048859,6417157869,7360588392,6835397953,7140677701,5194126610,6437213751,6945753631,5563548665,6898800336,6960889551,6591962405,7000664074,7329695283,7087815337,7548523330,7599934024,7665250901,7880628017,7450126627,7672077967,9161344007,8987985569,8960990930,9139675784,9300844586,9717513060,10378446856,9718888773,8723963634,10269491135
South Sudan,SSD,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567063131.5,790089056.9,784795435.8,669901427.1,726307108.2,838884725.7,880828940.6,902849684.2,767422207.5,
Spain,ESP,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24529665355,29672405518,31666988749,32674875761,32428532812,34824416653,34297295720,34597940071,34327757482,33458935039,30773002241,32594085869,34926397336,33979433850,32745070257,33445690794,34929046185,31549114973,35827005967,35397892443,36666691072,39678432285,39315539984
Sri Lanka,LKA,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,1309712849,1409599151,1452905163,1537621976,1587779218,1484980999,1511262777,1646243572,1745762467,1768735296,1841056035,1793699389,1844516313,1826956850,1928899162,1875423656,1901259690,2097076947,2214355348,2257317165,2323038025,2481416778,2539949849,2662531669,2647444488,2895436210,2970980536,2794101661,2854065571,2818942064,3064837156,3114698152,3047833537,3192065767,3291302159,3400116162,3237765571,3326021000,3404478923,3558621659,3611597822,3484332563,3567400628,3627198090,3627275969,3693167858,3926744298,4059948226,4365769052,4506256974,4819499227,5040963622,5239871273,5409974696,5657793368,5923384647,5701653773,5681409411
St. Kitts and Nevis,KNA,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,11125535.39,11651409.36,12052392.24,11088331.4,12382082.72,12119574.3,10274030,10341366.95,11081783.11,9974369.493,10421055.89,10970040.93,10567072.43,10325359.44,10917088.68,11419337.96,11794771.85,12226417.4,10089455.74,11222506.83,11528924.95,11458150.52,10733218.3,9004590.663,10592125.8,12664367.27,12803339.13,14814801.95,15216200.39,9891278.551,10209667.21,10788896.46,9644576.464,9878112.222,11302091.5,10362219.67,10027322.32,10087919.93,9892123.491,8872093.918,10492325.85
St. Lucia,LCA,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,49226034.38,55199928.52,55180739.24,44411280.15,45901617.6,48470795.19,53089833.49,63660002.49,69874470.95,94877991.34,72618792.27,114697534.2,102986689.4,111763960.8,88556009.56,114811991.5,112752313.1,88127144.1,95730921.68,95160537.65,74679366.1,73703258.01,62869334.18,65390060.6,49916566.7,56605556.22,48504379.03,50743567.34,38878867.37,42609458.15,42948428.17,52306127.28,50579047.9,37723296.3,35192217.14,43179233.2,42942338.32,39343943.97,40443113.73,41411445.56,40788314.12
St. Martin (French part),MAF,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,24896316.43,31864350.6,26315983.1,22709071.47,31617733.83,29041827.7,29493902.47,34695842.62,37792440.33,37879382.12,34283592.02,50787373.27,47851279.2,55633024.7,48080804.78,52728356.19,48633913.1,31455568.18,45813866.25,43745681.15,36298669.59,39577418.05,38515154.24,40744122.81,37966003.09,42331559.23,40194217.92,38694592.92,39558480.18,40947398.72,45507986.66,43835471.15,50394711.12,41410481.48,41343680.73,41770677.9,44268726.73,45492514.27,43888380.92,46733684.26,48709687
Sudan,SDN,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,5419068105,4370159952,4399906977,4190885018,4473642181,5273495943,5484258757,5173494257,5356250201,5964962023,6240598843,6976052869,7666411154,7082383748,6216073449,5874137949,6931115685,8145374265,7422578627,7078902505,6214016415,7238082062,7928282490,6937761292,9215959628,7352640614,7253905047,9031463062,9180199355,8840004709,9370392289,11147950771,13182069886,13616792760,13662213308,13190602079,13799141821,14209334872,14177373421,13822758314,14132013964,15359069203,15147527831,15654683416,15189775155,15299664224,16376410664,19348940753,20122898309,19295056797,19832259499,20863536892,21374786960
Suriname,SUR,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,223112216.8,230286956.1,267086595.6,255051496.8,281899025,285114315,322202356,312930345.8,285114315,296704327.9,299022330.4,292068322.7,308294340.7,305976338.1,299022330.4,301340333,338767936.2,346445415.6,321493669.9,307098427.2,286945095.8,290783835.5,283106356.1,264872415.3,276388592.8,292703184.6,326292084.1,313816190.6,325332409.6,328211433.2,311896841.5,328604513.9,346445415.6,315742468.6,412000356.5,423617687.8,441873494.1,486683200.5,444362922.2,459714395.7,478800011.4,483778867.7,541035714.8
Sweden,SWE,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,5086948701,5126591371,5539781370,5795306756,5969734545,6041997487,6025460823,5664825709,5603209655,6228204826,6564601270,6125813439,5977889606,6070766742,5842911536,5853409732,5797813651,5914624567,5592433444,5719446837,5868639511,6112020228,6247166011,6320061945,6837726515,6593754346,7373134515,7731108216,7618881024,7403150481,6974794512,6969027899,7037340108,6998304554,7124430777,7467470418,7129753798,7066616764
Switzerland,CHE,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4406496330,4235352563,4381693415,4213341751,4023991353,4118297391,4129015523,4036214990,4226939818,4155358750,4443362368,4107107021,4113376524,3682038846,4163825096,4004318240,3934928933,4062095375,4132232209,4219785767,4081335083,4394944374,4235347961,3993209086,4287909187,4009831011,3932969696,3993947887
Syrian Arab Republic,SYR,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,1056128232,1097317229,1027088932,1139041549,989827095,899752909.6,860163708.8,630499994.7,602758038.5,552126373.2,478141388.9,393032238.7,407181371.5,432833773,446251634.5,503787056.7,537037002.5,627259215.3,683712544.7,760972088.7,773147597.3,814897616.9,867865960.9,936427350.3,1034752241,1105115323,1192419521,1316431155,1416479853,1480221429,1527588523,1607023139,1716300712
Tanzania,TZA,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875465653,4013817793,4063456293,4189659242,4277881872,4527500955,4702685512,4817853998,4909719394,5104696752,5300526199,5576376956,5842150491,6017843597,6294374161,6618743220,6846416046,7102197946,7615160279,7935987593,8190015656,8393526222,8676096745,8915273608,9529520347,10039766359,10517903150,11144747393
Thailand,THA,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,6460309971,6655142538,7128673121,7781185983,7866612636,8149383172,9267868579,8993988015,9861484639,10614700799,11035067328,11506909124,11297171917,12371818597,12738836402,13289273891,14101815975,14416377172,16224970243,15910409046,16198741945,17309162599,17737558195,18583911596,19405196448,20280008444,20357355174,20371183021,22512268880,24673249001,23516884214,25223775703,26431437341,22758493756,24274977851,24586137302,25887354980,25763620106,25943158153,27194069330,29043460579,29939238927,29976221973,33556766269,33183948495,33166920760,34470827028,35124273822,36154362164,36066833632,35901873716,38162021728,39194738912,39469751767,39356532267,36812767913,36348060117,37700958464
Timor-Leste,TLS,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170023505.8,168300020.8,178424543.4,176553934,185551094,189677331.4,200845294,197937954.1,210726025.6,216639496.3,225811566.2,189150955.6,224608398.4,212481040.3,204764247.2,194021245.6,191424303,185294175.8
Togo,TGO,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,308334490.4,328015874.1,343596120.7,369017374.8,392798829.4,364917303.6,362457268.9,382958571.7,395258745.6,400998853,412479975.8,391978593.9,368197376.3,432160412.1,410840058.1,478902967.6,479866552.5,437468615.2,441323073.6,573334534.1,616310527.8,625368281.8,626611304.1,684638547.4,722316244.3,743926218.7,735454453.8,744452334.4,789077599.9,788582980,832308994.3,968530643.2,1011757854,983822808.8,1037783727,988640733.9,1043912194,1047237855,1030167153,1064858029,1171846318,1110272412,1133798138,1319046844,970783932.1,984642614.1,1033827455,1138123433,1137949923,1301181499,1288188122,1350557183,1368237606
Tonga,TON,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,54764743.94,60246104.14,58607255.78,54327830.03,53942114.05,55312430.69,53247338.56,55293289.97,49656323.66,54344911.61,58394133.89,58820377.67,59885940.31,54131789.72,56565563.06,53716216.08,58997230.46,63317137.2,65005030.73,64689606.6,65153757.43,65360795.47,70615696.1,70629595.36,69511852.01,67739486.59,66606767.62,67106157.97,67778844.41,69279963.79,67798219.12,63857195.74,64508120.72,61119276.78,60276897.77,60604489.61,61774460.45,62102052.28,64441993.97,66407544.98,64629189.3,65986355.48,
Trinidad and Tobago,TTO,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,96406158.72,107409015.9,108194955.9,108456919.1,115896950.9,122655878.5,145002182.8,134785247.4,133239599.5,144452045.5,155559718.7,157077014.1,167873365.7,189894925.2,176147222,180132799.4,175869741.5,191130951.9,207779565.1,176071542.4,115808666.7,109502378.1,98403308.33,119844685.9,129001408.8,87253796.69,115253705.6,115606865.7,101009682.4,99031356.16,89227257.24,111636491.5,94585572.85,114934841.2
Tunisia,TUN,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,777236739.2,694929720.9,620768173.7,769091198.2,741614912.8,793771078,980512124.9,1254301812,1132725652,1272416692,1346334912,1407123272,1266337925,1341228824,1277279802,1403232769,1494901124,1340742590,1374297571,1551069489,1820360742,1598727359,1926982964,1429736307,1586204942,2067160448,2354688208,2483194253,2357606032,2122477624,1912150725,2477115417,2550669102,2585798127,2869932378,2858995880,2785874427,2509742223,2955557525,3355001383,3093016009,3337729519,3365350766,3343219704,3651785268,3319058265,3660817418,3874236167,3737753923,3915301022,4394939014,4021388614,4101137634
Turkey,TUR,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,36819353646,36370272555,37401413393,39336718447,39786867267,36701060568,39012764092,40234652170,43043467477,42246334519,43420404273,43402153542,43891748284,43066435605,44413064160,43998888035,44209309804,44007841778,46040415902,46247478594,49867450961,46101410695,49243469059,48799031682,50890869402,50237514270,49873693641,50853203347,53090776635,51849862759,56189321673,53626375613,57063413018,51991244334,56504234732,55641753611,57841251722,62428364669,63395677856,59453509178,62143797853,64709201216,69672368050,72068930331,73651131036,75359132307,75806023576,82911130919,80772560544,84713613333
Turkmenistan,TKM,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2561052632,,,,,,,
Turks and Caicos Islands,TCA,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4198360,,,,,,,
Tuvalu,TUV,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6295658.725,6098460.916,5984327.829,6036216.312,6069981.582,6108817.037,6481313.774,6483902.804,6372142.996,6300081.652,6174513.681,6067068.923,5951317.693,5965988.864,6233629.874,6289186.149,7066974.007,7145723.68,7197504.286,7440225.878,8512515.935,8542721.289,7076790.747,7093511.568,7183156.743,6966433.33,,
Uganda,UGA,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,2404991791,2556600535,2479592245,2393436444,2450737073,2500515561,2638457733,2801740608,2948502293,3033503795,3003687811,3284004190,3340969336,3538023217,3688577424,3728752733,3794749690,4015696196,3998094126,4312211749,4616943272,4715742927,4790657962,4888835522,4911255037,4917111109,4983287679,5147931964,5296035831,5460745909,5493190855,5595474232,5746423245,5881218028,6046440889,6143803731
Ukraine,UKR,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13215039640,10918586748,9830876342,10369447162,9322122940,8907021334,8033129467,7956534717,7066762614,6787757069,7609087933,8385214918,8552919212,7706180201,9232003881,9268931889,9454310537,8981595002,10472539783,10263088991,10129668834,12095997782,11612480468,13117848682,13421795453,12834190231,13646983215,13327158627
United Arab Emirates,ARE,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2212389381,2330292716,2383117767,2395643295,2391558884,2423144997,2506194690,2582437032
United Kingdom,GBR,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15414753991,16067175616,16721323037,15449273634,15326728778,15074735260,14444793185,14889827010,15414778714,16391032366,16608848187,15667069058,17680690026,16937922502,16546167416,17854629291,16781220499,16174783654,17287367987,16257835594,16176350608,17942382555,16702869420,16771818314,18812078728,19009523379,17939248494,18417189581
United States,USA,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16655E+11,1.19755E+11,1.34523E+11,1.53096E+11,1.47314E+11,1.38024E+11,1.51392E+11,1.57954E+11,1.77158E+11,1.6776E+11,1.43582E+11,1.43334E+11,1.60577E+11,1.56289E+11,1.46114E+11,1.40582E+11,1.63326E+11,1.65221E+11,1.7779E+11,1.88608E+11,1.78321E+11
Uruguay,URY,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,2036083922,1774827632,1997623115,1947554768,2036517039,2041367952,2122100997,2038422755,2108154623,2352346092,2214181712,2475611248,2611090310,2856061391,2683074386,2753148270,2638473937,2580107202,2384409879,2404094031,2612306542,2863014891,2950924259,3106180546,2789506110,2848991907,2944187486,2901314353,3284897501,3259176355,3323765778,3332676189,3291027266,3374742449,3181914401
Uzbekistan,UZB,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196570737,3510482715,3389146314,3586317967,3665830078,3428672566,3480102654,3361779164,3429014747,3233560907,3421107439,3561372844,3757248351,3875939826,4036324125,4278411823,4569524062,4950363143,5240098372,5612670698,5975002007,6256835039,6621163946,7061682514,7549668138,8090527895,8641669200,9158757011,9717644015,10317034869,10435860442
Vanuatu,VUT,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,75413944.57,61762677.06,75473035.19,66643344.37,95492808.35,101611022.1,94345642.79,90869384.9,82734941.08,79432495.58,82317790.09,96918073.73,88470767.62,84507832.51,90973672.33,92120837.89,95631858.26,100255281.7,104913467.6,113916975.9,108755113,113840692.2,113497415.6,115162942.9,119472971.3,124927255.1,127826035.3,129682271.7,134233865.2,137666631.2,138569321.5,145244144.3,154054910.4,157474962.5,165001619.8,171956149.5,,,
Venezuela RB,VEN,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,4636104066,4665177331,4906833760,5179805928,5595948967,6190632441,6439991696,6818365707,7116004290,7851538065,8204932482,8418428094,8297776791,8826186162,9418899702,9996645886,9655609779,10426888459,10813609987,11084771601,11302423041,11105738013,11440394943,11143760454,11947664178,12918946970,13961908435,14517006750,15190458907,14411988214,14159721076,14508671983,14802056719,15249913149,15081550708,14999869359,15294921207,15025936722,15551260499,15842112690,16879467971,17223305974,17085506202,16861872441,17600310914,19331334882,19531292775,20036805644,20735160097,20942513213,21135131665,20961989424,21377046289,21015485252,20056026847,,,
Vietnam,VNM,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,8774795624,9036858396,8933700427,9259610903,9908095381,10006726775,10224476066,10927756096,11286066065,11666056635,12226154969,12764097062,13308098572,13785901155,14507525309,15179834765,15661274624,16317002053,16922925358,17677347688,18417908677,19117422902,19873564469,20806088924,21203447389,21306494108,22208663299,22857567508,23459085271,24265890579,24850269705,25187508629,25918398915
Virgin Islands (U.S.),VIR,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540009688,557352206.8,650792433.5,575591743.3,644064712.4,630908364.5,532384949.3,444177414.2,365837162,413080535.7,448512999.7,352979731.8,359408446.9,447914987.9,503680118,519527607.3,497700000,611024295.6,506969271.2,463313968.3,428180421.9,397233046.4,364931936.7,344192153.1
Yemen Rep.,YEM,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219920466,1215963858,1350860535,1387890333,1408451170,1484911784,1548116068,1652205306,1853349813,1879050860,1929878061,1978033706,2010802541,2038025360,2024870482,2073736288,2150907062,2264905136,2373620583,2416345753,2522664967,2207331846,2295625120,2387450124,2411324624,2109745895,1887311890,1763560681
Zambia,ZMB,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,1129246232,1157536324,1151878343,1161308311,1176867879,1226847095,1256551708,1312660316,1297100290,1356509975,1419691251,1519178504,1535209064,1544167643,1460240791,1432892831,1549825144,1368768548,1483343458,1566327698,1621022951,1762472327,1723809635,2056689917,2001524213,1823296596,1917596881,1283426841,2157591191,1749742261,2318081112,2286089408,2149826312,2154364762,2343600071,2347458986,2250960476,2171590419,2231415480,2267016760,2186489671,2155322299,2072858936,2017821955,2030596694,1909215985,2057722374,2127368619,2045610890,2067290655,1907360697,1978299389,2171937212
Zimbabwe,ZWE,Agriculture forestry and fishing value added (constant 2010 US$),NV.AGR.TOTL.KD,,,,,,,,,,1131277759,1046286449,1327634786,1500556546,1213339908,1433151845,1348156793,1500556546,1181100943,1301261731,1301261731,1321778854,1509348292,1400909658,1181101671,1453663667,1799516958,1651567281,1580921503,1631382654,1687780601,1892593864,1912184727,1468719256,1867066416,2003608715,1851631221,2218514170,2289753595,2406111331,2513502572,2563772627,2922700810,2221252582,1888064736,1718138903,1632231902,1566942630,1457256711,884554833.8,1079235929,1157186600,1173449982,1265401892,1232872647,1516429017,1437486011,1381676359,1519843973
