"","ISO","year","value"
"2339","GMB",2004,NA
"2340","GMB",2005,NA
"2341","GMB",2006,NA
"2342","GMB",2007,NA
"2343","GMB",2008,NA
"2344","GMB",2009,NA
"2345","GMB",2010,NA
"2346","GMB",2011,NA
"2347","GMB",2012,NA
"2348","GMB",2013,NA
"2349","GMB",2014,NA
"2350","GMB",2015,NA
"2351","GMB",2016,NA
"2352","GMB",2017,NA
"2353","GNB",2000,2.20920924776427
"2354","GNB",2001,1.86103510449655
"2355","GNB",2002,1.85220431898363
"2356","GNB",2003,1.5404069435128
"2357","GNB",2004,1.9396588578647
"2358","GNB",2005,2.24649028336477
"2359","GNB",2006,2.3129053992402
"2360","GNB",2007,2.18848851554475
"2361","GNB",2008,1.98260560551625
"2362","GNB",2009,1.97959255155482
"2363","GNB",2010,1.96574544161004
"2364","GNB",2011,1.88533417961423
"2365","GNB",2012,1.993472139693
"2366","GNB",2013,NA
"2367","GNB",2014,NA
"2368","GNB",2015,NA
"2369","GNB",2016,NA
"2370","GNB",2017,NA
"2371","GNQ",2006,186.637468712068
"2372","GNQ",2007,260.069436845896
"2373","GNQ",2008,154.962266130722
"2374","GNQ",2009,349.11339969668
"2375","GNQ",2010,NA
"2376","GNQ",2011,NA
"2377","GNQ",2012,NA
"2378","GNQ",2013,NA
"2379","GNQ",2014,NA
"2380","GNQ",2015,NA
"2381","GNQ",2016,NA
"2382","GNQ",2017,NA
"2383","GRC",1995,2845.04790370792
"2384","GRC",1996,2859.3665556598
"2385","GRC",1997,3475.08653691647
"2386","GRC",1998,3751.62135893825
"2387","GRC",1999,2504.86044610258
"2388","GRC",2000,1230.10966322984
"2389","GRC",2001,70.2610938376996
"2390","GRC",2002,67.6141009738895
"2391","GRC",2003,58.9537790574421
"2392","GRC",2004,80.532813155296
"2393","GRC",2005,107.831599034345
"2394","GRC",2006,135.263652571607
"2395","GRC",2007,443.620343327304
"2396","GRC",2008,249.943060420686
"2397","GRC",2009,1652.67436611468
"2398","GRC",2010,140.18985810526
"2399","GRC",2011,143.642752506951
"2400","GRC",2012,478.326532066427
"2401","GRC",2013,NA
"2402","GRC",2014,NA
"2403","GRC",2015,NA
"2404","GRC",2016,NA
"2405","GRC",2017,NA
"2406","GRD",1977,NA
"2407","GRD",1978,NA
"2408","GRD",1979,NA
"2409","GRD",1980,NA
"2410","GRD",1981,NA
"2411","GRD",1982,NA
"2412","GRD",1983,NA
"2413","GRD",1984,NA
"2414","GRD",1985,NA
"2415","GRD",1986,NA
"2416","GRD",1987,NA
"2417","GRD",1988,NA
"2418","GRD",1989,NA
"2419","GRD",1990,NA
"2420","GRD",1991,NA
"2421","GRD",1992,NA
"2422","GRD",1993,NA
"2423","GRD",1994,NA
"2424","GRD",1995,NA
"2425","GRD",1996,NA
"2426","GRD",1997,NA
"2427","GRD",1998,NA
"2428","GRD",1999,NA
"2429","GRD",2000,NA
"2430","GRD",2001,NA
"2431","GRD",2002,NA
"2432","GRD",2003,NA
"2433","GRD",2004,NA
"2434","GRD",2005,NA
"2435","GRD",2006,NA
"2436","GRD",2007,NA
"2437","GRD",2008,NA
"2438","GRD",2009,NA
"2439","GRD",2010,NA
"2440","GRD",2011,NA
"2441","GRD",2012,NA
"2442","GRD",2013,NA
"2443","GRD",2014,NA
"2444","GRD",2015,NA
"2445","GRD",2016,NA
"2446","GRD",2017,NA
"2447","GRL",2003,NA
"2448","GRL",2004,NA
"2449","GRL",2005,NA
"2450","GRL",2006,NA
"2451","GRL",2007,NA
"2452","GRL",2008,NA
"2453","GRL",2009,NA
"2454","GRL",2010,NA
"2455","GRL",2011,NA
"2456","GRL",2012,NA
"2457","GRL",2013,NA
"2458","GRL",2014,NA
"2459","GRL",2015,NA
"2460","GRL",2016,NA
"2461","GRL",2017,NA
"2462","GTM",1960,NA
"2463","GTM",1961,NA
"2464","GTM",1962,NA
"2465","GTM",1963,NA
"2466","GTM",1964,NA
"2467","GTM",1965,NA
"2468","GTM",1966,NA
"2469","GTM",1967,NA
"2470","GTM",1968,NA
"2471","GTM",1969,NA
"2472","GTM",1970,NA
"2473","GTM",1971,NA
"2474","GTM",1972,NA
"2475","GTM",1973,NA
"2476","GTM",1974,NA
"2477","GTM",1975,NA
"2478","GTM",1976,NA
"2479","GTM",1977,NA
"2480","GTM",1978,NA
"2481","GTM",1979,NA
"2482","GTM",1980,NA
"2483","GTM",1981,NA
"2484","GTM",1982,NA
"2485","GTM",1983,NA
"2486","GTM",1984,NA
"2487","GTM",1985,NA
"2488","GTM",1986,NA
"2489","GTM",1987,NA
"2490","GTM",1988,NA
"2491","GTM",1989,NA
"2492","GTM",1990,NA
"2493","GTM",1991,145.249615856256
"2494","GTM",1992,130.288756341613
"2495","GTM",1993,136.999062228037
"2496","GTM",1994,128.771089018562
"2497","GTM",1995,66.4202188040814
"2498","GTM",1996,75.3041923776468
"2499","GTM",1997,76.0335898224886
"2500","GTM",1998,69.8814608623131
"2501","GTM",1999,75.38025337971
"2502","GTM",2000,51.0072275067029
"2503","GTM",2001,85.855713870141
"2504","GTM",2002,75.5904897125717
"2505","GTM",2003,83.5712459611128
"2506","GTM",2004,77.4944531733916
"2507","GTM",2005,68.3734620369692
"2508","GTM",2006,70.149154910617
"2509","GTM",2007,59.9793917060647
"2510","GTM",2008,58.9821468136569
"2511","GTM",2009,34.3104111509806
"2512","GTM",2010,49.1400750513392
"2513","GTM",2011,50.530874444765
"2514","GTM",2012,69.1067897814702
"2515","GTM",2013,NA
"2516","GTM",2014,NA
"2517","GTM",2015,NA
"2518","GTM",2016,NA
"2519","GTM",2017,NA
"2520","GUY",1960,NA
"2521","GUY",1961,NA
"2522","GUY",1962,NA
"2523","GUY",1963,NA
"2524","GUY",1964,NA
"2525","GUY",1965,NA
"2526","GUY",1966,NA
"2527","GUY",1967,NA
"2528","GUY",1968,NA
"2529","GUY",1969,NA
"2530","GUY",1970,NA
"2531","GUY",1971,NA
"2532","GUY",1972,NA
"2533","GUY",1973,NA
"2534","GUY",1974,NA
"2535","GUY",1975,NA
"2536","GUY",1976,NA
"2537","GUY",1977,NA
"2538","GUY",1978,NA
"2539","GUY",1979,NA
"2540","GUY",1980,NA
"2541","GUY",1981,NA
"2542","GUY",1982,NA
"2543","GUY",1983,NA
"2544","GUY",1984,NA
"2545","GUY",1985,NA
"2546","GUY",1986,NA
"2547","GUY",1987,NA
"2548","GUY",1988,NA
"2549","GUY",1989,NA
"2550","GUY",1990,NA
"2551","GUY",1991,NA
"2552","GUY",1992,NA
"2553","GUY",1993,NA
"2554","GUY",1994,NA
"2555","GUY",1995,NA
"2556","GUY",1996,NA
"2557","GUY",1997,NA
"2558","GUY",1998,NA
"2559","GUY",1999,NA
"2560","GUY",2000,NA
"2561","GUY",2001,NA
"2562","GUY",2002,NA
"2563","GUY",2003,NA
"2564","GUY",2004,NA
"2565","GUY",2005,NA
"2566","GUY",2006,NA
"2567","GUY",2007,NA
"2568","GUY",2008,NA
"2569","GUY",2009,NA
"2570","GUY",2010,NA
"2571","GUY",2011,NA
"2572","GUY",2012,NA
"2573","GUY",2013,NA
"2574","GUY",2014,NA
"2575","GUY",2015,NA
"2576","GUY",2016,NA
"2577","GUY",2017,NA
"2578","HKG",2000,NA
"2579","HKG",2001,NA
"2580","HKG",2002,NA
"2581","HKG",2003,NA
"2582","HKG",2004,NA
"2583","HKG",2005,NA
"2584","HKG",2006,NA
"2585","HKG",2007,NA
"2586","HKG",2008,NA
"2587","HKG",2009,NA
"2588","HKG",2010,NA
"2589","HKG",2011,NA
"2590","HKG",2012,NA
"2591","HKG",2013,NA
"2592","HKG",2014,NA
"2593","HKG",2015,NA
"2594","HKG",2016,NA
"2595","HKG",2017,NA
"2596","HND",1960,NA
"2597","HND",1961,NA
"2598","HND",1962,NA
"2599","HND",1963,NA
"2600","HND",1964,NA
"2601","HND",1965,NA
"2602","HND",1966,NA
"2603","HND",1967,NA
"2604","HND",1968,NA
"2605","HND",1969,NA
"2606","HND",1970,NA
"2607","HND",1971,NA
"2608","HND",1972,NA
"2609","HND",1973,NA
"2610","HND",1974,NA
"2611","HND",1975,NA
"2612","HND",1976,NA
"2613","HND",1977,NA
"2614","HND",1978,NA
"2615","HND",1979,NA
"2616","HND",1980,NA
"2617","HND",1981,NA
"2618","HND",1982,NA
"2619","HND",1983,NA
"2620","HND",1984,NA
"2621","HND",1985,NA
"2622","HND",1986,NA
"2623","HND",1987,NA
"2624","HND",1988,NA
"2625","HND",1989,NA
"2626","HND",1990,NA
"2627","HND",1991,NA
"2628","HND",1992,NA
"2629","HND",1993,NA
"2630","HND",1994,NA
"2631","HND",1995,NA
"2632","HND",1996,NA
"2633","HND",1997,NA
"2634","HND",1998,NA
"2635","HND",1999,NA
"2636","HND",2000,NA
"2637","HND",2001,NA
"2638","HND",2002,NA
"2639","HND",2003,NA
"2640","HND",2004,NA
"2641","HND",2005,NA
"2642","HND",2006,NA
"2643","HND",2007,NA
"2644","HND",2008,NA
"2645","HND",2009,NA
"2646","HND",2010,NA
"2647","HND",2011,NA
"2648","HND",2012,NA
"2649","HND",2013,NA
"2650","HND",2014,NA
"2651","HND",2015,NA
"2652","HND",2016,NA
"2653","HND",2017,NA
"2654","HRV",1995,454.429747201813
"2655","HRV",1996,367.274043150835
"2656","HRV",1997,407.241439281391
"2657","HRV",1998,464.309748994411
"2658","HRV",1999,823.249058776438
"2659","HRV",2000,1149.52295383938
"2660","HRV",2001,1431.84727898841
"2661","HRV",2002,1326.71545848189
"2662","HRV",2003,1339.83857616059
"2663","HRV",2004,1467.39712323104
"2664","HRV",2005,1282.31167282913
"2665","HRV",2006,1602.81946240636
"2666","HRV",2007,2213.75709807014
"2667","HRV",2008,2625.19996416101
"2668","HRV",2009,2721.31231756488
"2669","HRV",2010,2810.87220021602
"2670","HRV",2011,3178.46403640292
"2671","HRV",2012,NA
"2672","HRV",2013,NA
"2673","HRV",2014,NA
"2674","HRV",2015,NA
"2675","HRV",2016,NA
"2676","HRV",2017,NA
"2677","HTI",1988,NA
"2678","HTI",1989,NA
"2679","HTI",1990,NA
"2680","HTI",1991,NA
"2681","HTI",1992,NA
"2682","HTI",1993,NA
"2683","HTI",1994,NA
"2684","HTI",1995,NA
"2685","HTI",1996,NA
"2686","HTI",1997,NA
"2687","HTI",1998,NA
"2688","HTI",1999,NA
"2689","HTI",2000,NA
"2690","HTI",2001,NA
"2691","HTI",2002,NA
"2692","HTI",2003,NA
"2693","HTI",2004,NA
"2694","HTI",2005,NA
"2695","HTI",2006,NA
"2696","HTI",2007,NA
"2697","HTI",2008,NA
"2698","HTI",2009,NA
"2699","HTI",2010,NA
"2700","HTI",2011,NA
"2701","HTI",2012,NA
"2702","HTI",2013,NA
"2703","HTI",2014,NA
"2704","HTI",2015,NA
"2705","HTI",2016,NA
"2706","HTI",2017,NA
"2707","HUN",1995,5239.45722233103
"2708","HUN",1996,5243.59559759795
"2709","HUN",1997,4147.28749768338
"2710","HUN",1998,5012.02043426589
"2711","HUN",1999,5358.55403243061
"2712","HUN",2000,5683.17462814536
"2713","HUN",2001,6614.01208863486
"2714","HUN",2002,9317.5625177249
"2715","HUN",2003,7967.37200886901
"2716","HUN",2004,7664.51075933265
"2717","HUN",2005,7344.46165848063
"2718","HUN",2006,7587.41037093205
"2719","HUN",2007,7552.12477698795
"2720","HUN",2008,4920.28252743801
"2721","HUN",2009,5047.31213193724
"2722","HUN",2010,3032.51526826467
"2723","HUN",2011,3116.16092343581
"2724","HUN",2012,2880.11845438872
"2725","HUN",2013,NA
"2726","HUN",2014,NA
"2727","HUN",2015,NA
"2728","HUN",2016,NA
"2729","HUN",2017,NA
"2730","IDN",1960,NA
"2731","IDN",1961,NA
"2732","IDN",1962,NA
"2733","IDN",1963,NA
"2734","IDN",1964,NA
"2735","IDN",1965,NA
"2736","IDN",1966,NA
"2737","IDN",1967,NA
"2738","IDN",1968,NA
"2739","IDN",1969,NA
"2740","IDN",1970,NA
"2741","IDN",1971,NA
"2742","IDN",1972,NA
"2743","IDN",1973,NA
"2744","IDN",1974,NA
"2745","IDN",1975,NA
"2746","IDN",1976,NA
"2747","IDN",1977,NA
"2748","IDN",1978,NA
"2749","IDN",1979,NA
"2750","IDN",1980,NA
"2751","IDN",1981,NA
"2752","IDN",1982,NA
"2753","IDN",1983,NA
"2754","IDN",1984,NA
"2755","IDN",1985,NA
"2756","IDN",1986,NA
"2757","IDN",1987,NA
"2758","IDN",1988,NA
"2759","IDN",1989,NA
"2760","IDN",1990,NA
"2761","IDN",1991,48.7318771571426
"2762","IDN",1992,50.6180507623669
"2763","IDN",1993,48.0675202441877
"2764","IDN",1994,63.7555939353079
"2765","IDN",1995,44.9964357134745
"2766","IDN",1996,65.4643077527203
"2767","IDN",1997,55.5281399676842
"2768","IDN",1998,52.6788150413643
"2769","IDN",1999,39.2881226655152
"2770","IDN",2000,25.6948915233509
"2771","IDN",2001,15.9870969301335
"2772","IDN",2002,23.2589656783569
"2773","IDN",2003,32.3455775403528
"2774","IDN",2004,30.231797031567
"2775","IDN",2005,29.2736602595117
"2776","IDN",2006,31.5273951790521
"2777","IDN",2007,37.1225696086259
"2778","IDN",2008,NA
"2779","IDN",2009,NA
"2780","IDN",2010,NA
"2781","IDN",2011,NA
"2782","IDN",2012,NA
"2783","IDN",2013,NA
"2784","IDN",2014,NA
"2785","IDN",2015,NA
"2786","IDN",2016,NA
"2787","IDN",2017,NA
"2788","IMN",2008,NA
"2789","IMN",2009,NA
"2790","IMN",2010,NA
"2791","IMN",2011,NA
"2792","IMN",2012,NA
"2793","IMN",2013,NA
"2794","IMN",2014,NA
"2795","IMN",2015,NA
"2796","IMN",2016,NA
"2797","IND",1960,NA
"2798","IND",1961,NA
"2799","IND",1962,NA
"2800","IND",1963,NA
"2801","IND",1964,NA
"2802","IND",1965,NA
"2803","IND",1966,NA
"2804","IND",1967,NA
"2805","IND",1968,NA
"2806","IND",1969,NA
"2807","IND",1970,NA
"2808","IND",1971,NA
"2809","IND",1972,NA
"2810","IND",1973,NA
"2811","IND",1974,NA
"2812","IND",1975,NA
"2813","IND",1976,NA
"2814","IND",1977,NA
"2815","IND",1978,NA
"2816","IND",1979,NA
"2817","IND",1980,NA
"2818","IND",1981,NA
"2819","IND",1982,NA
"2820","IND",1983,NA
"2821","IND",1984,NA
"2822","IND",1985,NA
"2823","IND",1986,NA
"2824","IND",1987,NA
"2825","IND",1988,NA
"2826","IND",1989,NA
"2827","IND",1990,NA
"2828","IND",1991,21.3945079869006
"2829","IND",1992,22.6720538211013
"2830","IND",1993,15.8137637282328
"2831","IND",1994,15.6601133640257
"2832","IND",1995,15.7896948106803
"2833","IND",1996,15.9554161047317
"2834","IND",1997,18.2872519672317
"2835","IND",1998,19.6101012446745
"2836","IND",1999,21.8076319619291
"2837","IND",2000,22.7921909183859
"2838","IND",2001,20.5351178092621
"2839","IND",2002,18.1599396048596
"2840","IND",2003,17.8586623234249
"2841","IND",2004,22.2293303712165
"2842","IND",2005,25.2884393003689
"2843","IND",2006,34.9840659682248
"2844","IND",2007,42.1689915398278
"2845","IND",2008,77.6456663104689
"2846","IND",2009,62.6048304334611
"2847","IND",2010,56.4099687304695
"2848","IND",2011,60.3808725333988
"2849","IND",2012,NA
"2850","IND",2013,NA
"2851","IND",2014,NA
"2852","IND",2015,NA
"2853","IND",2016,NA
"2854","IND",2017,NA
"2855","IRL",1995,6860.5446317877
"2856","IRL",1996,8841.78894709541
"2857","IRL",1997,8693.04168746839
"2858","IRL",1998,8614.29909445879
"2859","IRL",1999,9325.36066204282
"2860","IRL",2000,10887.5179173075
"2861","IRL",2001,14197.5872954515
"2862","IRL",2002,13824.9816427544
"2863","IRL",2003,11970.4072447286
"2864","IRL",2004,11954.1227498274
"2865","IRL",2005,13762.2374539091
"2866","IRL",2006,13456.9662025445
"2867","IRL",2007,15365.5986369842
"2868","IRL",2008,30206.3347039461
"2869","IRL",2009,17878.0785245652
"2870","IRL",2010,14113.8435051739
"2871","IRL",2011,12823.4538710417
"2872","IRL",2012,13178.2061005626
"2873","IRL",2013,NA
"2874","IRL",2014,NA
"2875","IRL",2015,NA
"2876","IRL",2016,NA
"2877","IRL",2017,NA
"2878","IRN",1960,NA
"2879","IRN",1961,NA
"2880","IRN",1962,NA
"2881","IRN",1963,NA
"2882","IRN",1964,NA
"2883","IRN",1965,NA
"2884","IRN",1966,NA
"2885","IRN",1967,NA
"2886","IRN",1968,NA
"2887","IRN",1969,NA
"2888","IRN",1970,NA
"2889","IRN",1971,NA
"2890","IRN",1972,NA
"2891","IRN",1973,NA
"2892","IRN",1974,NA
"2893","IRN",1975,NA
"2894","IRN",1976,NA
"2895","IRN",1977,NA
"2896","IRN",1978,NA
"2897","IRN",1979,NA
"2898","IRN",1980,NA
"2899","IRN",1981,NA
"2900","IRN",1982,NA
"2901","IRN",1983,NA
"2902","IRN",1984,NA
"2903","IRN",1985,NA
"2904","IRN",1986,NA
"2905","IRN",1987,NA
"2906","IRN",1988,NA
"2907","IRN",1989,NA
"2908","IRN",1990,NA
"2909","IRN",1991,216.124675416051
"2910","IRN",1992,239.582202230824
"2911","IRN",1993,383.546993835233
"2912","IRN",1994,379.355446631084
"2913","IRN",1995,319.565284574537
"2914","IRN",1996,214.272703458178
"2915","IRN",1997,209.402814040883
"2916","IRN",1998,180.091423903245
"2917","IRN",1999,114.686380470733
"2918","IRN",2000,156.305988115499
"2919","IRN",2001,381.253516301789
"2920","IRN",2002,450.649699386258
"2921","IRN",2003,238.482395039622
"2922","IRN",2004,224.839131244313
"2923","IRN",2005,472.006787011388
"2924","IRN",2006,451.460235498448
"2925","IRN",2007,354.962297796121
"2926","IRN",2008,351.654966907297
"2927","IRN",2009,170.851745007794
"2928","IRN",2010,NA
"2929","IRN",2011,NA
"2930","IRN",2012,NA
"2931","IRN",2013,NA
"2932","IRN",2014,NA
"2933","IRN",2015,NA
"2934","IRN",2016,NA
"2935","IRN",2017,NA
"2936","IRQ",1968,NA
"2937","IRQ",1969,NA
"2938","IRQ",1970,NA
"2939","IRQ",1971,NA
"2940","IRQ",1972,NA
"2941","IRQ",1973,NA
"2942","IRQ",1974,NA
"2943","IRQ",1975,NA
"2944","IRQ",1976,NA
"2945","IRQ",1977,NA
"2946","IRQ",1978,NA
"2947","IRQ",1979,NA
"2948","IRQ",1980,NA
"2949","IRQ",1981,NA
"2950","IRQ",1982,NA
"2951","IRQ",1983,NA
"2952","IRQ",1984,NA
"2953","IRQ",1985,NA
"2954","IRQ",1986,NA
"2955","IRQ",1987,NA
"2956","IRQ",1988,NA
"2957","IRQ",1989,NA
"2958","IRQ",1990,NA
"2959","IRQ",1991,NA
"2960","IRQ",1992,NA
"2961","IRQ",1993,NA
"2962","IRQ",1994,NA
"2963","IRQ",1995,NA
"2964","IRQ",1996,NA
"2965","IRQ",1997,NA
"2966","IRQ",1998,NA
"2967","IRQ",1999,NA
"2968","IRQ",2000,NA
"2969","IRQ",2001,NA
"2970","IRQ",2002,NA
"2971","IRQ",2003,NA
"2972","IRQ",2004,NA
"2973","IRQ",2005,NA
"2974","IRQ",2006,NA
"2975","IRQ",2007,NA
"2976","IRQ",2008,NA
"2977","IRQ",2009,NA
"2978","IRQ",2010,NA
"2979","IRQ",2011,NA
"2980","IRQ",2012,NA
"2981","IRQ",2013,NA
"2982","IRQ",2014,NA
"2983","IRQ",2015,NA
"2984","IRQ",2016,NA
"2985","IRQ",2017,NA
"2986","ISL",1997,19316.2228491356
"2987","ISL",1998,13663.0827192299
"2988","ISL",1999,13030.939688322
"2989","ISL",2000,13408.1312314143
"2990","ISL",2001,15226.6840866518
"2991","ISL",2002,16187.0271609266
"2992","ISL",2003,18106.7869155536
"2993","ISL",2004,18580.1333399222
"2994","ISL",2005,17887.0620321985
"2995","ISL",2006,17488.7934099154
"2996","ISL",2007,18408.0890608927
"2997","ISL",2008,25133.7535575962
"2998","ISL",2009,24025.8171627651
"2999","ISL",2010,19766.7309015189
"3000","ISL",2011,20052.5990423189
"3001","ISL",2012,20050.3571917506
"3002","ISL",2013,NA
"3003","ISL",2014,NA
"3004","ISL",2015,NA
"3005","ISL",2016,NA
"3006","ISR",1995,8999.79112937849
"3007","ISR",1996,10684.3379721284
"3008","ISR",1997,9435.43239621788
"3009","ISR",1998,7610.24823054218
"3010","ISR",1999,7276.88808800483
"3011","ISR",2000,5905.51194870816
"3012","ISR",2001,6303.66540636581
"3013","ISR",2002,5420.31418241174
"3014","ISR",2003,5936.84693168453
"3015","ISR",2004,4896.29282398173
"3016","ISR",2005,4385.73309915657
"3017","ISR",2006,4612.73532363325
"3018","ISR",2007,4563.40503051114
"3019","ISR",2008,NA
"3020","ISR",2009,NA
"3021","ISR",2010,NA
"3022","ISR",2011,NA
"3023","ISR",2012,NA
"3024","ISR",2013,NA
"3025","ISR",2014,NA
"3026","ISR",2015,NA
"3027","ISR",2016,NA
"3028","ISR",2017,NA
"3029","ITA",1990,NA
"3030","ITA",1991,5957.40907734264
"3031","ITA",1992,5724.31334945244
"3032","ITA",1993,6422.98396047575
"3033","ITA",1994,5691.56938076894
"3034","ITA",1995,5553.88146782375
"3035","ITA",1996,6439.27573682698
"3036","ITA",1997,6412.7869251452
"3037","ITA",1998,6882.5793129071
"3038","ITA",1999,7619.94118086691
"3039","ITA",2000,7518.04088807591
"3040","ITA",2001,10113.1383505763
"3041","ITA",2002,10094.6721346749
"3042","ITA",2003,8160.26250259347
"3043","ITA",2004,8619.67860598724
"3044","ITA",2005,8002.4278913173
"3045","ITA",2006,9726.23719682909
"3046","ITA",2007,8252.63581622756
"3047","ITA",2008,7987.9422034388
"3048","ITA",2009,8559.30293807632
"3049","ITA",2010,8334.9773562537
"3050","ITA",2011,8255.79156768977
"3051","ITA",2012,6880.44287509941
"3052","ITA",2013,NA
"3053","ITA",2014,NA
"3054","ITA",2015,NA
"3055","ITA",2016,NA
"3056","ITA",2017,NA
"3057","JAM",1966,NA
"3058","JAM",1967,NA
"3059","JAM",1968,NA
"3060","JAM",1969,NA
"3061","JAM",1970,NA
"3062","JAM",1971,NA
"3063","JAM",1972,NA
"3064","JAM",1973,NA
"3065","JAM",1974,NA
"3066","JAM",1975,NA
"3067","JAM",1976,NA
"3068","JAM",1977,NA
"3069","JAM",1978,NA
"3070","JAM",1979,NA
"3071","JAM",1980,NA
"3072","JAM",1981,NA
"3073","JAM",1982,NA
"3074","JAM",1983,NA
"3075","JAM",1984,NA
"3076","JAM",1985,NA
"3077","JAM",1986,NA
"3078","JAM",1987,NA
"3079","JAM",1988,NA
"3080","JAM",1989,NA
"3081","JAM",1990,NA
"3082","JAM",1991,NA
"3083","JAM",1992,247.872016661996
"3084","JAM",1993,291.685083391712
"3085","JAM",1994,317.221326680131
"3086","JAM",1995,300.345712783249
"3087","JAM",1996,317.478587427266
"3088","JAM",1997,405.081036653745
"3089","JAM",1998,302.503995211366
"3090","JAM",1999,336.573224207499
"3091","JAM",2000,259.515110170227
"3092","JAM",2001,266.047322165885
"3093","JAM",2002,298.065786035598
"3094","JAM",2003,247.300350689616
"3095","JAM",2004,358.092872010444
"3096","JAM",2005,263.984788553156
"3097","JAM",2006,283.150821958992
"3098","JAM",2007,373.703328836119
"3099","JAM",2008,394.928716208034
"3100","JAM",2009,370.148754308422
"3101","JAM",2010,312.336782045701
"3102","JAM",2011,521.010052381919
"3103","JAM",2012,381.149947000344
"3104","JAM",2013,NA
"3105","JAM",2014,NA
"3106","JAM",2015,NA
"3107","JAM",2016,NA
"3108","JAM",2017,NA
"3109","JOR",1975,NA
"3110","JOR",1976,NA
"3111","JOR",1977,NA
"3112","JOR",1978,NA
"3113","JOR",1979,NA
"3114","JOR",1980,NA
"3115","JOR",1981,NA
"3116","JOR",1982,NA
"3117","JOR",1983,NA
"3118","JOR",1984,NA
"3119","JOR",1985,NA
"3120","JOR",1986,NA
"3121","JOR",1987,NA
"3122","JOR",1988,NA
"3123","JOR",1989,NA
"3124","JOR",1990,NA
"3125","JOR",1991,983.317546670029
"3126","JOR",1992,1250.51665322413
"3127","JOR",1993,1031.59213718267
"3128","JOR",1994,1446.51204209302
"3129","JOR",1995,1547.09216786317
"3130","JOR",1996,1599.25828118751
"3131","JOR",1997,1415.2963513676
"3132","JOR",1998,1113.38004706757
"3133","JOR",1999,1406.08940782029
"3134","JOR",2000,1354.20420540526
"3135","JOR",2001,1606.8502902286
"3136","JOR",2002,614.790111529125
"3137","JOR",2003,566.562237658748
"3138","JOR",2004,1516.24364947257
"3139","JOR",2005,1432.60087258068
"3140","JOR",2006,1389.41122922176
"3141","JOR",2007,1117.11908910384
"3142","JOR",2008,624.795357207679
"3143","JOR",2009,584.487743608062
"3144","JOR",2010,490.34319346188
"3145","JOR",2011,492.080234594769
"3146","JOR",2012,432.995737179757
"3147","JOR",2013,NA
"3148","JOR",2014,NA
"3149","JOR",2015,NA
"3150","JOR",2016,NA
"3151","JOR",2017,NA
"3152","JPN",1994,2748.03587837616
"3153","JPN",1995,2856.36366085413
"3154","JPN",1996,3015.75648296606
"3155","JPN",1997,2820.03596985079
"3156","JPN",1998,2985.98440625291
"3157","JPN",1999,3020.66800667224
"3158","JPN",2000,3145.21929454875
"3159","JPN",2001,3106.42626876806
"3160","JPN",2002,3314.33976648088
"3161","JPN",2003,3331.51337130916
"3162","JPN",2004,3564.04311440898
"3163","JPN",2005,3600.95324068312
"3164","JPN",2006,3511.76707162691
"3165","JPN",2007,4587.47045464194
"3166","JPN",2008,5213.66328950515
"3167","JPN",2009,5975.35065874695
"3168","JPN",2010,5873.41820691777
"3169","JPN",2011,7484.91501496826
"3170","JPN",2012,7767.76635533065
"3171","JPN",2013,NA
"3172","JPN",2014,NA
"3173","JPN",2015,NA
"3174","JPN",2016,NA
"3175","JPN",2017,NA
"3176","KAZ",1990,NA
"3177","KAZ",1991,NA
"3178","KAZ",1992,NA
"3179","KAZ",1993,NA
"3180","KAZ",1994,NA
"3181","KAZ",1995,NA
"3182","KAZ",1996,NA
"3183","KAZ",1997,73.9939466907478
"3184","KAZ",1998,41.3845376036226
"3185","KAZ",1999,43.1789718929946
"3186","KAZ",2000,49.7432858489342
"3187","KAZ",2001,99.6730482239601
"3188","KAZ",2002,118.754752254133
"3189","KAZ",2003,176.496654413653
"3190","KAZ",2004,236.625311476729
"3191","KAZ",2005,177.127856856491
"3192","KAZ",2006,172.214652826949
"3193","KAZ",2007,188.754451887239
"3194","KAZ",2008,229.426138310591
"3195","KAZ",2009,273.553283278994
"3196","KAZ",2010,279.529362647271
"3197","KAZ",2011,279.453442401784
"3198","KAZ",2012,254.838586150275
"3199","KAZ",2013,NA
"3200","KAZ",2014,NA
"3201","KAZ",2015,NA
"3202","KAZ",2016,NA
"3203","KAZ",2017,NA
"3204","KEN",1964,NA
"3205","KEN",1965,NA
"3206","KEN",1966,NA
"3207","KEN",1967,NA
"3208","KEN",1968,NA
"3209","KEN",1969,NA
"3210","KEN",1970,NA
"3211","KEN",1971,NA
"3212","KEN",1972,NA
"3213","KEN",1973,NA
"3214","KEN",1974,NA
"3215","KEN",1975,NA
"3216","KEN",1976,NA
"3217","KEN",1977,NA
"3218","KEN",1978,NA
"3219","KEN",1979,NA
"3220","KEN",1980,NA
"3221","KEN",1981,NA
"3222","KEN",1982,NA
"3223","KEN",1983,NA
"3224","KEN",1984,NA
"3225","KEN",1985,NA
"3226","KEN",1986,NA
"3227","KEN",1987,NA
"3228","KEN",1988,NA
"3229","KEN",1989,NA
"3230","KEN",1990,NA
"3231","KEN",1991,39.2858251338659
"3232","KEN",1992,39.0285744178568
"3233","KEN",1993,32.1883326894213
"3234","KEN",1994,37.6962951078092
"3235","KEN",1995,48.5328386673151
"3236","KEN",1996,35.1030355369038
"3237","KEN",1997,31.8032440293591
