"","ISO","year","value"
"3238","KEN",1998,31.4237304921756
"3239","KEN",1999,36.085337208224
"3240","KEN",2000,30.0614805306364
"3241","KEN",2001,30.1045164130693
"3242","KEN",2002,33.4563268385027
"3243","KEN",2003,30.8865970883117
"3244","KEN",2004,34.1200077801153
"3245","KEN",2005,29.4997373416015
"3246","KEN",2006,25.6251502043225
"3247","KEN",2007,34.1452402842554
"3248","KEN",2008,33.8366067561162
"3249","KEN",2009,43.1664451787253
"3250","KEN",2010,55.1391939796017
"3251","KEN",2011,58.6444421282586
"3252","KEN",2012,75.1401640330927
"3253","KEN",2013,NA
"3254","KEN",2014,NA
"3255","KEN",2015,NA
"3256","KEN",2016,NA
"3257","KEN",2017,NA
"3258","KGZ",1987,NA
"3259","KGZ",1988,NA
"3260","KGZ",1989,NA
"3261","KGZ",1990,NA
"3262","KGZ",1991,NA
"3263","KGZ",1992,NA
"3264","KGZ",1993,58.162938363908
"3265","KGZ",1994,14.2381233810591
"3266","KGZ",1995,16.3398703178453
"3267","KGZ",1996,12.9030961009078
"3268","KGZ",1997,14.7336925892677
"3269","KGZ",1998,20.788859234335
"3270","KGZ",1999,16.5376883328585
"3271","KGZ",2000,15.8268141778279
"3272","KGZ",2001,18.5716382197574
"3273","KGZ",2002,23.1515914407951
"3274","KGZ",2003,25.4107383535148
"3275","KGZ",2004,27.1676656426802
"3276","KGZ",2005,25.5984883232497
"3277","KGZ",2006,25.1986017935778
"3278","KGZ",2007,21.0700263730186
"3279","KGZ",2008,NA
"3280","KGZ",2009,NA
"3281","KGZ",2010,NA
"3282","KGZ",2011,NA
"3283","KGZ",2012,NA
"3284","KGZ",2013,NA
"3285","KGZ",2014,NA
"3286","KGZ",2015,NA
"3287","KGZ",2016,NA
"3288","KGZ",2017,NA
"3289","KHM",1994,NA
"3290","KHM",1995,NA
"3291","KHM",1996,NA
"3292","KHM",1997,NA
"3293","KHM",1998,NA
"3294","KHM",1999,NA
"3295","KHM",2000,NA
"3296","KHM",2001,NA
"3297","KHM",2002,NA
"3298","KHM",2003,NA
"3299","KHM",2004,NA
"3300","KHM",2005,NA
"3301","KHM",2006,NA
"3302","KHM",2007,NA
"3303","KHM",2008,NA
"3304","KHM",2009,NA
"3305","KHM",2010,NA
"3306","KHM",2011,NA
"3307","KHM",2012,NA
"3308","KHM",2013,NA
"3309","KHM",2014,NA
"3310","KHM",2015,NA
"3311","KHM",2016,NA
"3312","KHM",2017,NA
"3313","KIR",1982,NA
"3314","KIR",1983,NA
"3315","KIR",1984,NA
"3316","KIR",1985,NA
"3317","KIR",1986,NA
"3318","KIR",1987,NA
"3319","KIR",1988,NA
"3320","KIR",1989,NA
"3321","KIR",1990,NA
"3322","KIR",1991,NA
"3323","KIR",1992,NA
"3324","KIR",1993,NA
"3325","KIR",1994,NA
"3326","KIR",1995,NA
"3327","KIR",1996,NA
"3328","KIR",1997,NA
"3329","KIR",1998,NA
"3330","KIR",1999,NA
"3331","KIR",2000,NA
"3332","KIR",2001,NA
"3333","KIR",2002,NA
"3334","KIR",2003,NA
"3335","KIR",2004,NA
"3336","KIR",2005,NA
"3337","KIR",2006,NA
"3338","KIR",2007,NA
"3339","KIR",2008,NA
"3340","KIR",2009,NA
"3341","KIR",2010,NA
"3342","KIR",2011,NA
"3343","KIR",2012,NA
"3344","KIR",2013,NA
"3345","KIR",2014,NA
"3346","KIR",2015,NA
"3347","KIR",2016,NA
"3348","KIR",2017,NA
"3349","KNA",1977,NA
"3350","KNA",1978,NA
"3351","KNA",1979,NA
"3352","KNA",1980,NA
"3353","KNA",1981,NA
"3354","KNA",1982,NA
"3355","KNA",1983,NA
"3356","KNA",1984,NA
"3357","KNA",1985,NA
"3358","KNA",1986,NA
"3359","KNA",1987,NA
"3360","KNA",1988,NA
"3361","KNA",1989,NA
"3362","KNA",1990,NA
"3363","KNA",1991,NA
"3364","KNA",1992,NA
"3365","KNA",1993,NA
"3366","KNA",1994,NA
"3367","KNA",1995,NA
"3368","KNA",1996,NA
"3369","KNA",1997,NA
"3370","KNA",1998,NA
"3371","KNA",1999,NA
"3372","KNA",2000,NA
"3373","KNA",2001,NA
"3374","KNA",2002,NA
"3375","KNA",2003,NA
"3376","KNA",2004,NA
"3377","KNA",2005,NA
"3378","KNA",2006,NA
"3379","KNA",2007,NA
"3380","KNA",2008,NA
"3381","KNA",2009,NA
"3382","KNA",2010,NA
"3383","KNA",2011,NA
"3384","KNA",2012,NA
"3385","KNA",2013,NA
"3386","KNA",2014,NA
"3387","KNA",2015,NA
"3388","KNA",2016,NA
"3389","KNA",2017,NA
"3390","KOR",1960,NA
"3391","KOR",1961,NA
"3392","KOR",1962,NA
"3393","KOR",1963,NA
"3394","KOR",1964,NA
"3395","KOR",1965,NA
"3396","KOR",1966,NA
"3397","KOR",1967,NA
"3398","KOR",1968,NA
"3399","KOR",1969,NA
"3400","KOR",1970,NA
"3401","KOR",1971,NA
"3402","KOR",1972,NA
"3403","KOR",1973,NA
"3404","KOR",1974,NA
"3405","KOR",1975,NA
"3406","KOR",1976,NA
"3407","KOR",1977,NA
"3408","KOR",1978,NA
"3409","KOR",1979,NA
"3410","KOR",1980,NA
"3411","KOR",1981,NA
"3412","KOR",1982,NA
"3413","KOR",1983,NA
"3414","KOR",1984,NA
"3415","KOR",1985,NA
"3416","KOR",1986,NA
"3417","KOR",1987,NA
"3418","KOR",1988,NA
"3419","KOR",1989,NA
"3420","KOR",1990,NA
"3421","KOR",1991,1538.42792998937
"3422","KOR",1992,1610.87374330461
"3423","KOR",1993,1798.5862556821
"3424","KOR",1994,2920.04626023268
"3425","KOR",1995,3254.89974116803
"3426","KOR",1996,3296.8579874364
"3427","KOR",1997,3170.2005666905
"3428","KOR",1998,2956.05543157404
"3429","KOR",1999,3190.77520415825
"3430","KOR",2000,3331.434143498
"3431","KOR",2001,3435.92241678521
"3432","KOR",2002,3546.77871067835
"3433","KOR",2003,4529.22038788294
"3434","KOR",2004,6655.76180547448
"3435","KOR",2005,4503.24227269218
"3436","KOR",2006,5739.62775708468
"3437","KOR",2007,6518.80828000161
"3438","KOR",2008,6620.34206764114
"3439","KOR",2009,6748.41245218861
"3440","KOR",2010,6858.90467076039
"3441","KOR",2011,6250.19927972701
"3442","KOR",2012,8876.08948920284
"3443","KOR",2013,NA
"3444","KOR",2014,NA
"3445","KOR",2015,NA
"3446","KOR",2016,NA
"3447","KOR",2017,NA
"3448","KWT",2010,3361.96409440842
"3449","KWT",2011,3215.04681039998
"3450","KWT",2012,2397.81799271468
"3451","KWT",2013,NA
"3452","KWT",2014,NA
"3453","KWT",2015,NA
"3454","KWT",2016,NA
"3455","KWT",2017,NA
"3456","LAO",2000,NA
"3457","LAO",2001,NA
"3458","LAO",2002,NA
"3459","LAO",2003,NA
"3460","LAO",2004,NA
"3461","LAO",2005,NA
"3462","LAO",2006,NA
"3463","LAO",2007,NA
"3464","LAO",2008,NA
"3465","LAO",2009,NA
"3466","LAO",2010,NA
"3467","LAO",2011,NA
"3468","LAO",2012,NA
"3469","LAO",2013,NA
"3470","LAO",2014,NA
"3471","LAO",2015,NA
"3472","LAO",2016,NA
"3473","LAO",2017,NA
"3474","LBN",1991,NA
"3475","LBN",1992,NA
"3476","LBN",1993,NA
"3477","LBN",1994,1590.3106776765
"3478","LBN",1995,953.642055251276
"3479","LBN",1996,1457.3322614441
"3480","LBN",1997,1226.24682670947
"3481","LBN",1998,1361.94158196565
"3482","LBN",1999,329.015993411732
"3483","LBN",2000,525.181971651283
"3484","LBN",2001,484.87538006133
"3485","LBN",2002,617.549279222281
"3486","LBN",2003,462.942706507313
"3487","LBN",2004,622.915898036978
"3488","LBN",2005,456.118957625715
"3489","LBN",2006,345.347542442064
"3490","LBN",2007,475.678658164574
"3491","LBN",2008,503.11994755989
"3492","LBN",2009,580.810043548065
"3493","LBN",2010,577.304949179803
"3494","LBN",2011,540.475800517211
"3495","LBN",2012,481.433257896518
"3496","LBN",2013,NA
"3497","LBN",2014,NA
"3498","LBN",2015,NA
"3499","LBN",2016,NA
"3500","LBN",2017,NA
"3501","LBR",2000,8.45966063960544
"3502","LBR",2001,7.27831754465315
"3503","LBR",2002,5.86113685025954
"3504","LBR",2003,4.01806805115531
"3505","LBR",2004,3.03291960772383
"3506","LBR",2005,2.29286762637594
"3507","LBR",2006,2.36902229846566
"3508","LBR",2007,8.55771865440197
"3509","LBR",2008,12.9753740458309
"3510","LBR",2009,7.78820817782724
"3511","LBR",2010,9.6772885967724
"3512","LBR",2011,11.3823850415265
"3513","LBR",2012,7.79314919806987
"3514","LBR",2013,NA
"3515","LBR",2014,NA
"3516","LBR",2015,NA
"3517","LBR",2016,NA
"3518","LBR",2017,NA
"3519","LCA",1977,NA
"3520","LCA",1978,NA
"3521","LCA",1979,NA
"3522","LCA",1980,NA
"3523","LCA",1981,NA
"3524","LCA",1982,NA
"3525","LCA",1983,NA
"3526","LCA",1984,NA
"3527","LCA",1985,NA
"3528","LCA",1986,NA
"3529","LCA",1987,NA
"3530","LCA",1988,NA
"3531","LCA",1989,NA
"3532","LCA",1990,NA
"3533","LCA",1991,NA
"3534","LCA",1992,NA
"3535","LCA",1993,NA
"3536","LCA",1994,NA
"3537","LCA",1995,NA
"3538","LCA",1996,NA
"3539","LCA",1997,NA
"3540","LCA",1998,NA
"3541","LCA",1999,NA
"3542","LCA",2000,NA
"3543","LCA",2001,NA
"3544","LCA",2002,NA
"3545","LCA",2003,NA
"3546","LCA",2004,NA
"3547","LCA",2005,NA
"3548","LCA",2006,NA
"3549","LCA",2007,NA
"3550","LCA",2008,NA
"3551","LCA",2009,NA
"3552","LCA",2010,NA
"3553","LCA",2011,NA
"3554","LCA",2012,NA
"3555","LCA",2013,NA
"3556","LCA",2014,NA
"3557","LCA",2015,NA
"3558","LCA",2016,NA
"3559","LCA",2017,NA
"3560","LKA",1960,NA
"3561","LKA",1961,NA
"3562","LKA",1962,NA
"3563","LKA",1963,NA
"3564","LKA",1964,NA
"3565","LKA",1965,NA
"3566","LKA",1966,NA
"3567","LKA",1967,NA
"3568","LKA",1968,NA
"3569","LKA",1969,NA
"3570","LKA",1970,NA
"3571","LKA",1971,NA
"3572","LKA",1972,NA
"3573","LKA",1973,NA
"3574","LKA",1974,NA
"3575","LKA",1975,NA
"3576","LKA",1976,NA
"3577","LKA",1977,NA
"3578","LKA",1978,NA
"3579","LKA",1979,NA
"3580","LKA",1980,NA
"3581","LKA",1981,NA
"3582","LKA",1982,NA
"3583","LKA",1983,NA
"3584","LKA",1984,NA
"3585","LKA",1985,NA
"3586","LKA",1986,NA
"3587","LKA",1987,NA
"3588","LKA",1988,NA
"3589","LKA",1989,NA
"3590","LKA",1990,NA
"3591","LKA",1991,76.2829765507692
"3592","LKA",1992,77.7349753220242
"3593","LKA",1993,73.8695571075662
"3594","LKA",1994,72.5496365001525
"3595","LKA",1995,95.4186848503476
"3596","LKA",1996,78.6060386901117
"3597","LKA",1997,59.7263619443378
"3598","LKA",1998,68.448593063884
"3599","LKA",1999,67.2881003173093
"3600","LKA",2000,72.3486762709656
"3601","LKA",2001,69.4093893120255
"3602","LKA",2002,74.1768645952733
"3603","LKA",2003,74.9945850356666
"3604","LKA",2004,76.4190047505668
"3605","LKA",2005,91.6516518109694
"3606","LKA",2006,117.548228533774
"3607","LKA",2007,112.038297441601
"3608","LKA",2008,146.250005538584
"3609","LKA",2009,159.960650197976
"3610","LKA",2010,155.409529458662
"3611","LKA",2011,157.456461962862
"3612","LKA",2012,NA
"3613","LKA",2013,NA
"3614","LKA",2014,NA
"3615","LKA",2015,NA
"3616","LKA",2016,NA
"3617","LKA",2017,NA
"3618","LSO",1970,NA
"3619","LSO",1971,NA
"3620","LSO",1972,NA
"3621","LSO",1973,NA
"3622","LSO",1974,NA
"3623","LSO",1975,NA
"3624","LSO",1976,NA
"3625","LSO",1977,NA
"3626","LSO",1978,NA
"3627","LSO",1979,NA
"3628","LSO",1980,NA
"3629","LSO",1981,NA
"3630","LSO",1982,NA
"3631","LSO",1983,NA
"3632","LSO",1984,NA
"3633","LSO",1985,NA
"3634","LSO",1986,NA
"3635","LSO",1987,NA
"3636","LSO",1988,NA
"3637","LSO",1989,NA
"3638","LSO",1990,NA
"3639","LSO",1991,190.801703788211
"3640","LSO",1992,124.470798899237
"3641","LSO",1993,209.318423252502
"3642","LSO",1994,183.582034407934
"3643","LSO",1995,251.760828221163
"3644","LSO",1996,227.808805183073
"3645","LSO",1997,235.369992898073
"3646","LSO",1998,111.783672648874
"3647","LSO",1999,82.698716341436
"3648","LSO",2000,60.9967061785873
"3649","LSO",2001,101.042596160036
"3650","LSO",2002,106.008138709527
"3651","LSO",2003,123.855704943058
"3652","LSO",2004,163.732795019588
"3653","LSO",2005,193.238264980909
"3654","LSO",2006,186.436890759799
"3655","LSO",2007,291.712904969608
"3656","LSO",2008,460.011849774348
"3657","LSO",2009,539.9678205478
"3658","LSO",2010,384.020175513541
"3659","LSO",2011,479.668381140048
"3660","LSO",2012,452.93531251273
"3661","LSO",2013,NA
"3662","LSO",2014,NA
"3663","LSO",2015,NA
"3664","LSO",2016,NA
"3665","LSO",2017,NA
"3666","LTU",1995,877.15639352235
"3667","LTU",1996,871.205576695694
"3668","LTU",1997,896.532145696771
"3669","LTU",1998,868.636994034886
"3670","LTU",1999,749.225573888152
"3671","LTU",2000,1046.47373747843
"3672","LTU",2001,984.882867609285
"3673","LTU",2002,967.077046521659
"3674","LTU",2003,1250.79068752303
"3675","LTU",2004,1169.69635631664
"3676","LTU",2005,1290.76995946312
"3677","LTU",2006,1557.95228725108
"3678","LTU",2007,2283.91194758228
"3679","LTU",2008,3057.01638778166
"3680","LTU",2009,2862.92655865543
"3681","LTU",2010,2474.60537885614
"3682","LTU",2011,2098.1743239984
"3683","LTU",2012,1990.78156030253
"3684","LTU",2013,NA
"3685","LTU",2014,NA
"3686","LTU",2015,NA
"3687","LTU",2016,NA
"3688","LTU",2017,NA
"3689","LUX",1995,22547.1106516207
"3690","LUX",1996,32483.8719774073
"3691","LUX",1997,36878.3075143192
"3692","LUX",1998,28767.716997684
"3693","LUX",1999,40501.6323943774
"3694","LUX",2000,32002.9646423193
"3695","LUX",2001,57462.1844511566
"3696","LUX",2002,46817.5282198924
"3697","LUX",2003,37503.0998564886
"3698","LUX",2004,49690.9369047862
"3699","LUX",2005,48416.9064204244
"3700","LUX",2006,42638.9834958883
"3701","LUX",2007,40921.9021072722
"3702","LUX",2008,43268.9838690836
"3703","LUX",2009,64344.1002176068
"3704","LUX",2010,73689.1049882182
"3705","LUX",2011,65597.5130642232
"3706","LUX",2012,53372.9203699392
"3707","LUX",2013,NA
"3708","LUX",2014,NA
"3709","LUX",2015,NA
"3710","LUX",2016,NA
"3711","LUX",2017,NA
"3712","LVA",1995,745.805679382191
"3713","LVA",1996,720.508082047255
"3714","LVA",1997,549.70256918761
"3715","LVA",1998,867.877146305899
"3716","LVA",1999,1074.50390631625
"3717","LVA",2000,1017.92290117057
"3718","LVA",2001,941.231174557146
"3719","LVA",2002,1081.79832025799
"3720","LVA",2003,1620.10501856017
"3721","LVA",2004,2454.74320783196
"3722","LVA",2005,4334.78760948042
"3723","LVA",2006,4021.72590045058
"3724","LVA",2007,3645.1408187258
"3725","LVA",2008,4598.80633554665
"3726","LVA",2009,5381.42146303496
"3727","LVA",2010,3919.6145138061
"3728","LVA",2011,4447.79560214543
"3729","LVA",2012,4477.64882607949
"3730","LVA",2013,NA
"3731","LVA",2014,NA
"3732","LVA",2015,NA
"3733","LVA",2016,NA
"3734","LVA",2017,NA
"3735","MAR",1965,NA
"3736","MAR",1966,NA
"3737","MAR",1967,NA
"3738","MAR",1968,NA
"3739","MAR",1969,NA
"3740","MAR",1970,NA
"3741","MAR",1971,NA
"3742","MAR",1972,NA
"3743","MAR",1973,NA
"3744","MAR",1974,NA
"3745","MAR",1975,NA
"3746","MAR",1976,NA
"3747","MAR",1977,NA
"3748","MAR",1978,NA
"3749","MAR",1979,NA
"3750","MAR",1980,NA
"3751","MAR",1981,NA
"3752","MAR",1982,NA
"3753","MAR",1983,NA
"3754","MAR",1984,NA
"3755","MAR",1985,NA
"3756","MAR",1986,NA
"3757","MAR",1987,NA
"3758","MAR",1988,NA
"3759","MAR",1989,NA
"3760","MAR",1990,NA
"3761","MAR",1991,188.430959304071
"3762","MAR",1992,187.293793262784
"3763","MAR",1993,217.310684101355
"3764","MAR",1994,222.685402951353
"3765","MAR",1995,169.183763209863
"3766","MAR",1996,158.044369446752
"3767","MAR",1997,156.128144293564
"3768","MAR",1998,174.437667375591
"3769","MAR",1999,132.57406335058
"3770","MAR",2000,123.604119962543
"3771","MAR",2001,122.983452509225
"3772","MAR",2002,138.6238767675
"3773","MAR",2003,118.616376512679
"3774","MAR",2004,100.140030340918
"3775","MAR",2005,97.6347140022235
"3776","MAR",2006,98.2723645754826
"3777","MAR",2007,94.9291771575295
"3778","MAR",2008,NA
"3779","MAR",2009,NA
"3780","MAR",2010,NA
"3781","MAR",2011,NA
"3782","MAR",2012,NA
"3783","MAR",2013,NA
"3784","MAR",2014,NA
"3785","MAR",2015,NA
"3786","MAR",2016,NA
"3787","MAR",2017,NA
"3788","MDA",1995,17.2915527744605
"3789","MDA",1996,17.0474682936645
"3790","MDA",1997,24.594920782648
"3791","MDA",1998,24.1984154937396
"3792","MDA",1999,28.0862920387879
"3793","MDA",2000,26.5490905777861
"3794","MDA",2001,6.57206906393302
"3795","MDA",2002,14.0913696453045
"3796","MDA",2003,17.0373073111264
"3797","MDA",2004,30.4955034169759
"3798","MDA",2005,72.098493475761
"3799","MDA",2006,90.8891358055794
"3800","MDA",2007,148.89157379508
"3801","MDA",2008,145.699481610909
"3802","MDA",2009,147.721850732558
"3803","MDA",2010,115.608320489714
"3804","MDA",2011,104.502915218533
"3805","MDA",2012,157.039965576891
"3806","MDA",2013,NA
"3807","MDA",2014,NA
"3808","MDA",2015,NA
"3809","MDA",2016,NA
"3810","MDA",2017,NA
"3811","MDG",1970,NA
"3812","MDG",1971,NA
"3813","MDG",1972,NA
"3814","MDG",1973,NA
"3815","MDG",1974,NA
"3816","MDG",1975,NA
"3817","MDG",1976,NA
"3818","MDG",1977,NA
"3819","MDG",1978,NA
"3820","MDG",1979,NA
"3821","MDG",1980,NA
"3822","MDG",1981,NA
"3823","MDG",1982,NA
"3824","MDG",1983,NA
"3825","MDG",1984,NA
"3826","MDG",1985,NA
"3827","MDG",1986,NA
"3828","MDG",1987,NA
"3829","MDG",1988,NA
"3830","MDG",1989,NA
"3831","MDG",1990,NA
"3832","MDG",1991,14.6621475628104
"3833","MDG",1992,19.3129812165826
"3834","MDG",1993,6.01659699256074
"3835","MDG",1994,9.6680549278108
"3836","MDG",1995,8.41603626925933
"3837","MDG",1996,15.8551304188449
"3838","MDG",1997,16.4131808365064
"3839","MDG",1998,15.8207669733109
"3840","MDG",1999,15.0453062989613
"3841","MDG",2000,14.6841803209306
"3842","MDG",2001,14.2832788034457
"3843","MDG",2002,4.21718357305007
"3844","MDG",2003,9.13058081343214
"3845","MDG",2004,13.1319236475832
"3846","MDG",2005,14.5091663792436
"3847","MDG",2006,9.88190958719258
"3848","MDG",2007,9.76689592186309
"3849","MDG",2008,11.6366141725765
"3850","MDG",2009,NA
"3851","MDG",2010,NA
"3852","MDG",2011,NA
"3853","MDG",2012,NA
"3854","MDG",2013,NA
"3855","MDG",2014,NA
"3856","MDG",2015,NA
"3857","MDG",2016,NA
"3858","MDG",2017,NA
"3859","MDV",1995,1126.10855820594
"3860","MDV",1996,405.042130541211
"3861","MDV",1997,111.519298203355
"3862","MDV",1998,121.502304122603
"3863","MDV",1999,130.264188516106
"3864","MDV",2000,266.873075511816
"3865","MDV",2001,256.343374026718
"3866","MDV",2002,89.0256360961233
"3867","MDV",2003,102.070690493601
"3868","MDV",2004,107.148384975072
"3869","MDV",2005,249.702962828325
"3870","MDV",2006,456.281493582653
"3871","MDV",2007,776.936970535633
"3872","MDV",2008,556.362204524932
"3873","MDV",2009,157.466643707639
"3874","MDV",2010,319.858878624687
"3875","MDV",2011,NA
"3876","MDV",2012,NA
"3877","MDV",2013,NA
"3878","MDV",2014,NA
"3879","MDV",2015,NA
"3880","MDV",2016,NA
"3881","MDV",2017,NA
"3882","MEX",1965,NA
"3883","MEX",1966,NA
"3884","MEX",1967,NA
"3885","MEX",1968,NA
"3886","MEX",1969,NA
"3887","MEX",1970,NA
"3888","MEX",1971,NA
"3889","MEX",1972,NA
"3890","MEX",1973,NA
"3891","MEX",1974,NA
"3892","MEX",1975,NA
"3893","MEX",1976,NA
"3894","MEX",1977,NA
"3895","MEX",1978,NA
"3896","MEX",1979,NA
"3897","MEX",1980,NA
"3898","MEX",1981,NA
"3899","MEX",1982,NA
"3900","MEX",1983,NA
"3901","MEX",1984,NA
"3902","MEX",1985,NA
"3903","MEX",1986,NA
"3904","MEX",1987,NA
"3905","MEX",1988,NA
"3906","MEX",1989,NA
"3907","MEX",1990,NA
"3908","MEX",1991,341.271366894245
"3909","MEX",1992,390.241898958634
"3910","MEX",1993,364.831103976837
"3911","MEX",1994,395.272701196251
"3912","MEX",1995,346.899943920414
"3913","MEX",1996,458.99604183005
"3914","MEX",1997,508.523946559063
"3915","MEX",1998,496.89557919124
"3916","MEX",1999,385.446852294289
"3917","MEX",2000,421.972765386119
"3918","MEX",2001,486.50345678849
"3919","MEX",2002,518.246548813719
"3920","MEX",2003,556.45992101087
"3921","MEX",2004,555.454139250455
"3922","MEX",2005,618.878867890042
"3923","MEX",2006,660.856902987389
"3924","MEX",2007,724.232508309132
"3925","MEX",2008,774.426374399305
"3926","MEX",2009,752.073915399931
"3927","MEX",2010,723.604504215347
"3928","MEX",2011,NA
"3929","MEX",2012,NA
"3930","MEX",2013,NA
"3931","MEX",2014,NA
"3932","MEX",2015,NA
"3933","MEX",2016,NA
"3934","MEX",2017,NA
"3935","MHL",2004,NA
"3936","MHL",2005,NA
"3937","MHL",2006,NA
"3938","MHL",2007,NA
"3939","MHL",2008,NA
"3940","MHL",2009,NA
"3941","MHL",2010,NA
"3942","MHL",2011,NA
"3943","MHL",2012,NA
"3944","MHL",2013,NA
"3945","MHL",2014,NA
"3946","MHL",2015,NA
"3947","MHL",2016,NA
"3948","MHL",2017,NA
"3949","MKD",1990,NA
"3950","MKD",1991,NA
"3951","MKD",1992,NA
"3952","MKD",1993,NA
"3953","MKD",1994,NA
"3954","MKD",1995,NA
"3955","MKD",1996,NA
"3956","MKD",1997,NA
"3957","MKD",1998,NA
"3958","MKD",1999,NA
"3959","MKD",2000,NA
"3960","MKD",2001,NA
"3961","MKD",2002,NA
"3962","MKD",2003,NA
"3963","MKD",2004,NA
"3964","MKD",2005,NA
"3965","MKD",2006,NA
"3966","MKD",2007,NA
"3967","MKD",2008,NA
"3968","MKD",2009,NA
"3969","MKD",2010,NA
"3970","MKD",2011,NA
"3971","MKD",2012,NA
"3972","MKD",2013,NA
"3973","MKD",2014,NA
"3974","MKD",2015,NA
"3975","MKD",2016,NA
"3976","MKD",2017,NA
"3977","MLI",1967,NA
"3978","MLI",1968,NA
"3979","MLI",1969,NA
"3980","MLI",1970,NA
"3981","MLI",1971,NA
"3982","MLI",1972,NA
"3983","MLI",1973,NA
"3984","MLI",1974,NA
"3985","MLI",1975,NA
"3986","MLI",1976,NA
"3987","MLI",1977,NA
"3988","MLI",1978,NA
"3989","MLI",1979,NA
"3990","MLI",1980,NA
"3991","MLI",1981,NA
"3992","MLI",1982,NA
"3993","MLI",1983,NA
"3994","MLI",1984,NA
"3995","MLI",1985,NA
"3996","MLI",1986,NA
"3997","MLI",1987,NA
"3998","MLI",1988,NA
"3999","MLI",1989,NA
"4000","MLI",1990,NA
"4001","MLI",1991,112.480115527746
"4002","MLI",1992,98.6248707754615
"4003","MLI",1993,92.0766464232572
"4004","MLI",1994,111.131638950371
"4005","MLI",1995,109.358321746727
"4006","MLI",1996,46.4226623749878
"4007","MLI",1997,50.137428083474
"4008","MLI",1998,48.764080088179
"4009","MLI",1999,65.2207998527007
"4010","MLI",2000,71.8814820934033
"4011","MLI",2001,117.105138707751
"4012","MLI",2002,83.215298981605
"4013","MLI",2003,95.1011498942409
"4014","MLI",2004,117.269216533684
"4015","MLI",2005,160.941056822811
"4016","MLI",2006,100.827415661926
"4017","MLI",2007,92.7876787249075
"4018","MLI",2008,85.5495435134001
"4019","MLI",2009,68.0185398998655
"4020","MLI",2010,70.3396908358909
"4021","MLI",2011,39.3831776891328
"4022","MLI",2012,33.6503277763747
"4023","MLI",2013,NA
"4024","MLI",2014,NA
"4025","MLI",2015,NA
"4026","MLI",2016,NA
"4027","MLI",2017,NA
"4028","MLT",2010,23047.2159131257
"4029","MMR",2000,5.83548488278318
"4030","MMR",2001,3.14110596784017
"4031","MMR",2002,3.18497568029803
"4032","MMR",2003,4.41357993904559
"4033","MMR",2004,5.03566404306246
"4034","MMR",2005,5.64372146292069
"4035","MMR",2006,5.93061698939638
"4036","MMR",2007,6.63994157995505
"4037","MMR",2008,6.56595159688989
"4038","MMR",2009,6.71001374314596
"4039","MMR",2010,6.15909440120753
"4040","MMR",2011,NA
"4041","MMR",2012,NA
"4042","MMR",2013,NA
"4043","MMR",2014,NA
"4044","MMR",2015,NA
"4045","MMR",2016,NA
"4046","MMR",2017,NA
"4047","MNE",2000,NA
"4048","MNE",2001,NA
"4049","MNE",2002,NA
"4050","MNE",2003,NA
"4051","MNE",2004,NA
"4052","MNE",2005,NA
"4053","MNE",2006,NA
"4054","MNE",2007,NA
"4055","MNE",2008,NA
"4056","MNE",2009,NA
"4057","MNE",2010,NA
"4058","MNE",2011,NA
"4059","MNE",2012,NA
"4060","MNE",2013,NA
"4061","MNE",2014,NA
"4062","MNE",2015,NA
"4063","MNE",2016,NA
"4064","MNE",2017,NA
"4065","MNG",1981,NA
"4066","MNG",1982,NA
"4067","MNG",1983,NA
"4068","MNG",1984,NA
"4069","MNG",1985,NA
"4070","MNG",1986,NA
"4071","MNG",1987,NA
"4072","MNG",1988,NA
"4073","MNG",1989,NA
"4074","MNG",1990,NA
"4075","MNG",1991,NA
"4076","MNG",1992,7.9318569695553
"4077","MNG",1993,18.2515603399316
"4078","MNG",1994,14.0683464898732
"4079","MNG",1995,23.2691162866999
"4080","MNG",1996,19.8800501139225
"4081","MNG",1997,20.1844022499446
"4082","MNG",1998,20.0387792559068
"4083","MNG",1999,17.5001328301004
"4084","MNG",2000,26.1669105238029
"4085","MNG",2001,33.7326754331921
"4086","MNG",2002,39.0625906478698
"4087","MNG",2003,33.9065020105759
"4088","MNG",2004,27.3002177449216
"4089","MNG",2005,25.6634089224743
"4090","MNG",2006,34.1062099361593
"4091","MNG",2007,47.3321221970263
"4092","MNG",2008,54.2202654678065
"4093","MNG",2009,50.1218110669192
"4094","MNG",2010,151.176228845412
"4095","MNG",2011,271.119640653142
"4096","MNG",2012,83.4810629663039
"4097","MNG",2013,NA
"4098","MNG",2014,NA
"4099","MNG",2015,NA
"4100","MNG",2016,NA
"4101","MNG",2017,NA
"4102","MOZ",1984,NA
"4103","MOZ",1985,NA
"4104","MOZ",1986,NA
"4105","MOZ",1987,NA
"4106","MOZ",1988,NA
"4107","MOZ",1989,NA
"4108","MOZ",1990,NA
"4109","MOZ",1991,NA
"4110","MOZ",1992,NA
"4111","MOZ",1993,NA
"4112","MOZ",1994,NA
"4113","MOZ",1995,NA
"4114","MOZ",1996,NA
"4115","MOZ",1997,NA
"4116","MOZ",1998,NA
"4117","MOZ",1999,NA
"4118","MOZ",2000,NA
"4119","MOZ",2001,NA
"4120","MOZ",2002,NA
"4121","MOZ",2003,NA
"4122","MOZ",2004,NA
"4123","MOZ",2005,NA
"4124","MOZ",2006,12.9028874980878
